example_idx	token_idx	side	target_cst_idx	token	saliency_contrast_prob_diff	saliency_kl_divergence	attention_base	input_x_gradient_contrast_prob_diff	input_x_gradient_kl_divergence	is_supporting_context	is_example_correct
2	12	S	7	▁poor	0.7231	1.2475	0.0015	0.0103	0.0177	0	1
2	13	S	7	▁Bird	1.7598	3.0358	0.0038	-0.1919	-0.331	0	1
2	14	S	7	ie	1.1418	1.9698	0.002	-0.1516	-0.2614	0	1
2	15	S	7	'	0.1967	0.3393	0.0002	-0.0145	-0.025	0	1
2	16	S	7	s	0.3242	0.5592	0.0004	-0.0113	-0.0194	0	1
2	17	S	7	▁head	0.3266	0.5634	0.0006	0.016	0.0276	0	1
2	18	S	7	▁off	0.2012	0.347	0.0001	-0.0003	-0.0004	0	1
2	19	S	7	?	0.375	0.647	0.0001	0.0076	0.0132	0	1
2	20	S	7	▁Because	0.4959	0.8554	0.0001	0.0034	0.0058	0	1
2	21	S	7	▁I	0.1189	0.2051	0.0002	-0.0174	-0.03	0	1
2	22	S	7	'	0.0956	0.1649	0.0001	-0.0105	-0.0181	0	1
2	23	S	7	ve	0.105	0.1811	0.0001	-0.0251	-0.0433	0	1
2	24	S	7	▁heard	0.5472	0.9441	0.0007	-0.0087	-0.015	0	1
2	25	S	7	▁it	0.6938	1.1969	0.0007	-0.1414	-0.2439	0	1
2	26	S	7	▁more	0.3622	0.6248	0.0003	0.0239	0.0413	0	1
2	27	S	7	▁times	0.3384	0.5837	0.0003	-0.0084	-0.0145	0	1
2	28	S	7	▁than	0.2831	0.4883	0.0003	0.009	0.0155	0	1
2	29	S	7	▁I	0.1784	0.3078	0.0005	-0.0327	-0.0564	0	1
2	30	S	7	▁care	0.2462	0.4248	0.0008	-0.035	-0.0604	0	1
2	31	S	7	▁to	0.1935	0.3339	0.0002	-0.0517	-0.0891	0	1
2	32	S	7	.	0.269	0.4641	0.0003	-0.0243	-0.0418	0	1
2	33	S	7	▁It	0.5754	0.9926	0.0042	-0.0765	-0.1321	1	1
2	34	S	7	▁haunt	1.2817	2.2111	0.0014	-0.0684	-0.118	0	1
2	35	S	7	s	0.2288	0.3946	0.0007	-0.0161	-0.0278	0	1
2	36	S	7	▁me	0.2126	0.3668	0.0017	-0.0003	-0.0006	0	1
2	37	S	7	.	0.3522	0.6075	0.0008	-0.072	-0.1241	0	1
2	38	S	7	▁Just	0.3432	0.592	0.0019	0.0286	0.0493	0	1
2	39	S	7	▁stop	0.2835	0.489	0.0061	-0.0178	-0.0307	0	1
2	40	S	7	,	0.2416	0.4168	0.0034	-0.0252	-0.0435	0	1
2	41	S	7	▁for	0.1772	0.3056	0.0028	0.0028	0.0049	0	1
2	42	S	7	▁a	0.1952	0.3368	0.003	0.0082	0.0141	0	1
2	43	S	7	▁moment	0.2683	0.4628	0.0041	-0.0126	-0.0217	0	1
2	44	S	7	.	0.2572	0.4437	0.0026	0.012	0.0207	0	1
3	0	S	4	▁Engine	0.0489	0.2193	0.0018	0.0028	0.0136	0	1
3	1	S	4	s	0.0123	0.0511	0.0006	-0.0014	-0.0045	0	1
3	2	S	4	▁are	0.0126	0.0524	0.0003	-0.0026	-0.0094	0	1
3	3	S	4	▁shut	0.0153	0.0682	0.0004	-0.0006	-0.0027	0	1
3	4	S	4	▁down	0.0072	0.0316	0.0002	0.0008	0.0035	0	1
3	5	S	4	.	0.0039	0.0172	0.0001	0.0001	0.0007	0	1
3	6	S	4	▁No	0.0053	0.0239	0.0001	-0.0002	-0.0015	0	1
3	7	S	4	▁lights	0.0248	0.1149	0.0002	-0.0025	-0.0123	0	1
3	8	S	4	.	0.0071	0.0323	0.0001	-0.0006	-0.0029	0	1
3	9	S	4	▁Who	0.0173	0.0802	0.0017	0.0003	0.001	0	1
3	10	S	4	a	0.0158	0.0729	0.0003	0.0017	0.0074	0	1
3	11	S	4	,	0.0066	0.0304	0.0001	0.0006	0.0026	0	1
3	12	S	4	▁it	0.0091	0.0416	0.0006	0.0001	0.0009	0	1
3	13	S	4	'	0.0049	0.0215	0.0002	-0.0002	-0.0009	0	1
3	14	S	4	s	0.0056	0.0253	0.0004	0.0003	0.0018	0	1
3	15	S	4	▁cold	0.02	0.091	0.0004	0.002	0.0097	0	1
3	16	S	4	.	0.0091	0.0431	0.0003	0.0007	0.0034	0	1
3	17	S	4	▁It	0.0117	0.0537	0.0007	0.0012	0.0055	0	1
3	18	S	4	'	0.0094	0.0426	0.0005	0.0024	0.0109	0	1
3	19	S	4	s	0.0224	0.1024	0.0007	0.0008	0.0035	0	1
3	20	S	4	▁like	0.0385	0.1788	0.0018	0.0068	0.0321	0	1
3	21	S	4	▁a	0.037	0.1712	0.0005	0.0059	0.0277	0	1
3	22	S	4	▁dead	0.0696	0.3212	0.0007	0.0012	0.0066	0	1
3	23	S	4	▁animal	0.1262	0.5817	0.0105	-0.0073	-0.0342	1	1
3	24	S	4	.	0.0249	0.1147	0.0004	0.0003	0.0016	0	1
3	25	S	4	▁There	0.0328	0.1485	0.0012	-0.0004	-0.0018	0	1
3	26	S	4	'	0.0061	0.0279	0.0007	0.0	-0.0001	0	1
3	27	S	4	s	0.0089	0.0411	0.0012	0.0002	0.0009	0	1
3	28	S	4	▁something	0.0185	0.0863	0.0065	-0.0007	-0.0041	0	1
3	29	S	4	▁really	0.0135	0.0623	0.0014	-0.0005	-0.0024	0	1
3	30	S	4	▁wrong	0.0206	0.0953	0.0037	0.0008	0.0033	0	1
3	31	S	4	▁here	0.0116	0.0538	0.0046	0.0015	0.0061	0	1
3	32	S	4	.	0.0108	0.049	0.0031	-0.0009	-0.0046	0	1
4	0	S	1	▁-	0.0041	0.0201	0.0001	-0.0006	-0.0034	0	1
4	1	S	1	▁What	0.0036	0.0178	0.0	-0.0002	-0.0009	0	1
4	2	S	1	▁kind	0.006	0.0274	0.0001	0.0001	0.0002	0	1
4	3	S	1	▁of	0.008	0.0381	0.0001	-0.0002	-0.0009	0	1
4	4	S	1	▁Fa	0.0045	0.0218	0.0002	-0.0004	-0.0021	0	1
4	5	S	1	e	0.0089	0.0431	0.0	-0.001	-0.0046	0	1
4	6	S	1	▁can	0.0033	0.0156	0.0	-0.0003	-0.0015	0	1
4	7	S	1	▁do	0.0027	0.0125	0.0	-0.0	0.0	0	1
4	8	S	1	▁that	0.0191	0.0927	0.0	-0.0009	-0.0047	0	1
4	9	S	1	?	0.0129	0.0563	0.0	0.0006	0.0021	0	1
4	10	S	1	▁-	0.003	0.0145	0.0001	-0.0006	-0.0029	0	1
4	11	S	1	▁A	0.0069	0.035	0.0002	-0.0005	-0.003	0	1
4	12	S	1	▁L	0.0064	0.0305	0.0002	0.0002	0.0008	0	1
4	13	S	1	ider	0.0201	0.1003	0.0003	-0.0021	-0.0103	0	1
4	14	S	1	c	0.0099	0.0473	0.0001	-0.0011	-0.005	0	1
4	15	S	1	.	0.0043	0.0208	0.0	-0.0002	-0.0012	0	1
4	16	S	1	▁T	0.0058	0.0281	0.0001	-0.0003	-0.0017	0	1
4	17	S	1	rick	0.0115	0.056	0.0001	-0.0021	-0.0105	0	1
4	18	S	1	ster	0.0098	0.0472	0.0002	-0.0002	-0.0009	0	1
4	19	S	1	▁Fa	0.0185	0.0895	0.0004	0.0037	0.0175	0	1
4	20	S	1	e	0.007	0.0329	0.0	0.001	0.0045	0	1
4	21	S	1	▁capable	0.006	0.028	0.0	0.001	0.0046	0	1
4	22	S	1	▁of	0.0059	0.0283	0.0001	-0.0	0.0002	0	1
4	23	S	1	▁imp	0.0077	0.037	0.0001	0.0005	0.0024	0	1
4	24	S	1	reg	0.0103	0.0512	0.0	-0.0003	-0.0017	0	1
4	25	S	1	n	0.0048	0.0238	0.0	0.0007	0.0037	0	1
4	26	S	1	ating	0.0131	0.063	0.0001	-0.0008	-0.0036	0	1
4	27	S	1	▁a	0.02	0.0971	0.0002	0.001	0.0044	0	1
4	28	S	1	▁host	0.0153	0.0758	0.0006	-0.0027	-0.0133	0	1
4	29	S	1	▁without	0.0071	0.0344	0.0001	-0.0011	-0.0052	0	1
4	30	S	1	▁detection	0.025	0.1151	0.0002	0.0048	0.024	0	1
4	31	S	1	.	0.005	0.0232	0.0001	0.0003	0.0016	0	1
4	32	S	1	▁The	0.0144	0.064	0.0006	-0.0014	-0.0064	0	1
4	33	S	1	▁ob	0.0254	0.1251	0.0009	-0.0053	-0.0258	0	1
4	34	S	1	liv	0.0243	0.1182	0.0003	-0.0032	-0.0149	0	1
4	35	S	1	ious	0.0217	0.1061	0.0003	-0.0027	-0.0119	0	1
4	36	S	1	▁mother	0.0565	0.2817	0.0014	-0.0035	-0.0166	0	1
4	37	S	1	▁finds	0.0278	0.1318	0.0016	0.0022	0.0098	0	1
4	38	S	1	▁herself	0.0225	0.1169	0.0003	-0.0015	-0.0092	0	1
4	39	S	1	▁delivering	0.0386	0.1807	0.0002	0.0063	0.0289	0	1
4	40	S	1	▁his	0.0408	0.1713	0.0008	0.0056	0.0213	0	1
4	41	S	1	▁baby	0.0218	0.1066	0.0008	-0.0011	-0.0071	0	1
4	42	S	1	▁mere	0.0289	0.1295	0.0002	-0.0037	-0.0173	0	1
4	43	S	1	▁days	0.0128	0.0618	0.0004	0.0015	0.0065	0	1
4	44	S	1	▁later	0.0123	0.0592	0.0007	-0.0011	-0.0054	0	1
4	45	S	1	.	0.0055	0.0272	0.0001	0.0001	0.0004	0	1
4	46	S	1	▁Then	0.0202	0.0956	0.0004	-0.0003	-0.0007	0	1
4	47	S	1	▁we	0.0314	0.1571	0.0009	0.0045	0.0236	0	1
4	48	S	1	▁wipe	0.0828	0.4111	0.001	0.0067	0.0373	0	1
4	49	S	1	▁the	0.1137	0.562	0.003	0.0143	0.0709	0	1
4	50	S	1	▁mothers	0.3094	1.5297	0.0099	0.0073	0.0345	1	1
4	51	S	1	'	0.0518	0.2555	0.0003	0.0006	0.0015	0	1
4	52	S	1	▁memories	0.0973	0.4787	0.0007	-0.0028	-0.0154	0	1
4	53	S	1	,	0.0254	0.126	0.0009	0.0002	0.0011	0	1
4	54	S	1	▁convince	0.062	0.2943	0.0014	0.007	0.0318	0	1
4	55	S	1	▁them	0.0199	0.1008	0.0008	-0.0009	-0.0062	0	1
4	56	S	1	▁they	0.0655	0.3435	0.0033	-0.0126	-0.0668	1	1
4	57	S	1	'	0.0252	0.1289	0.0025	-0.0004	-0.0027	0	1
4	58	S	1	ve	0.0306	0.1465	0.0064	-0.0013	-0.0059	0	1
4	59	S	1	▁re	0.0461	0.2236	0.002	0.0037	0.0188	0	1
4	60	S	1	-	0.0316	0.1545	0.0011	0.0008	0.0034	0	1
4	61	S	1	off	0.0718	0.3562	0.0018	-0.0	-0.0024	0	1
4	62	S	1	ended	0.0934	0.4648	0.0011	-0.0075	-0.0345	0	1
4	63	S	1	▁out	0.0267	0.1299	0.002	-0.0045	-0.023	0	1
4	64	S	1	▁in	0.0255	0.1217	0.0008	-0.003	-0.0148	0	1
4	65	S	1	▁the	0.0252	0.1194	0.0038	-0.0029	-0.0149	0	1
4	66	S	1	▁world	0.0327	0.1554	0.0046	-0.0028	-0.0141	0	1
4	67	S	1	...	0.0419	0.1926	0.0042	-0.0089	-0.0392	0	1
6	0	S	13	▁Oh	0.0249	0.0099	0.0001	0.0029	0.0008	0	0
6	1	S	13	.	0.0111	0.0041	0.0001	-0.0007	-0.0001	0	0
6	2	S	13	▁Hi	0.0205	0.0035	0.0001	-0.0023	-0.0002	0	0
6	3	S	13	,	0.0227	0.0104	0.0001	-0.0008	-0.0003	0	0
6	4	S	13	▁Dr	0.0176	0.0072	0.0004	0.0017	-0.0002	0	0
6	5	S	13	.	0.0144	0.0052	0.0003	-0.0004	-0.0002	0	0
6	6	S	13	▁Owen	0.0369	0.0114	0.0	-0.0012	-0.0004	0	0
6	7	S	13	s	0.0214	0.0109	0.0004	0.0003	-0.0005	0	0
6	8	S	13	.	0.0144	0.005	0.0003	-0.0008	-0.0002	0	0
6	9	S	13	▁My	0.027	0.015	0.0002	0.0031	0.0027	0	0
6	10	S	13	▁son	0.0325	0.0196	0.0005	-0.0	0.0016	0	0
6	11	S	13	▁posted	0.1173	0.0447	0.0001	0.0167	-0.0068	0	0
6	12	S	13	▁on	0.0101	0.0033	0.0004	-0.0005	-0.0007	0	0
6	13	S	13	▁his	0.0527	0.0222	0.0005	-0.002	-0.0021	0	0
6	14	S	13	▁Facebook	0.0471	0.0201	0.0003	-0.0069	-0.003	0	0
6	15	S	13	▁page	0.0176	0.0063	0.0001	-0.0037	-0.0009	0	0
6	16	S	13	▁that	0.0689	0.0317	0.001	0.001	0.0011	0	0
6	17	S	13	▁he	0.0573	0.0393	0.0009	-0.0002	0.003	0	0
6	18	S	13	▁has	0.0692	0.0301	0.0001	-0.0003	0.0	0	0
6	19	S	13	▁a	0.0596	0.0214	0.0001	0.0037	0.0	0	0
6	20	S	13	▁bullet	0.1151	0.0273	0.0001	0.0074	0.0001	1	0
6	21	S	13	▁in	0.0136	0.0041	0.0001	0.0009	0.0003	0	0
6	22	S	13	▁his	0.0765	0.0316	0.0008	0.0003	-0.0005	0	0
6	23	S	13	▁lung	0.0676	0.0233	0.0001	0.0051	0.0017	0	0
6	24	S	13	.	0.0159	0.0048	0.0002	0.0009	-0.0001	0	0
6	25	S	13	▁It	0.0339	0.0045	0.0001	0.0046	0.0006	0	0
6	26	S	13	'	0.0169	0.0033	0.0001	-0.0	-0.0002	0	0
6	27	S	13	s	0.0509	0.0129	0.0001	-0.0033	-0.0008	0	0
6	28	S	13	▁kind	0.0222	0.0077	0.0001	-0.0047	-0.0012	0	0
6	29	S	13	▁of	0.0403	0.0202	0.0001	0.0013	0.0008	0	0
6	30	S	13	▁cool	0.0821	0.0286	0.0002	-0.012	-0.0041	0	0
6	31	S	13	,	0.0167	0.0064	0.0001	-0.0046	-0.0013	0	0
6	32	S	13	▁right	0.0227	0.0108	0.0002	0.0008	0.0	0	0
6	33	S	13	?	0.0414	0.0168	0.0001	0.0029	0.0027	0	0
6	34	S	13	▁I	0.0179	0.0093	0.0002	0.0008	0.0012	0	0
6	35	S	13	▁mean	0.068	0.0323	0.0001	0.001	-0.001	0	0
6	36	S	13	,	0.0154	0.0033	0.0001	-0.0027	-0.0004	0	0
6	37	S	13	▁I	0.0221	0.0096	0.0004	-0.0007	0.0006	0	0
6	38	S	13	'	0.0136	0.0034	0.0001	-0.0012	-0.0001	0	0
6	39	S	13	m	0.0141	0.0037	0.0001	-0.0012	-0.0004	0	0
6	40	S	13	▁like	0.0477	0.0222	0.0001	0.0084	0.0035	0	0
6	41	S	13	▁a	0.0741	0.0356	0.0001	-0.0061	-0.0035	0	0
6	42	S	13	▁medical	0.0675	0.0221	0.0002	0.0074	-0.0006	0	0
6	43	S	13	▁mystery	0.14	0.0555	0.0002	0.0099	0.0042	0	0
6	44	S	13	.	0.0267	0.0102	0.0001	-0.0015	0.0	0	0
6	45	S	13	▁Actually	0.1287	0.034	0.0001	-0.0132	-0.0029	0	0
6	46	S	13	,	0.0147	0.0043	0.0001	-0.0011	-0.0006	0	0
6	47	S	13	▁the	0.0865	0.0411	0.0006	-0.0002	-0.0006	0	0
6	48	S	13	▁going	0.054	0.0164	0.0002	-0.0072	-0.0018	0	0
6	49	S	13	▁theory	0.1127	0.0375	0.0011	0.0089	0.0005	0	0
6	50	S	13	▁is	0.0404	0.0128	0.0003	0.002	0.0002	0	0
6	51	S	13	▁that	0.0631	0.0232	0.001	0.0015	0.0011	0	0
6	52	S	13	▁you	0.0436	0.0165	0.0032	-0.0027	0.0012	0	0
6	53	S	13	▁breath	0.0916	0.0291	0.0006	-0.0087	0.0001	0	0
6	54	S	13	ed	0.0467	0.0137	0.0011	-0.0006	0.0004	0	0
6	55	S	13	▁it	0.0595	0.0174	0.003	0.0073	0.0018	0	0
6	56	S	13	▁in	0.0529	0.0142	0.0002	0.0029	-0.0008	0	0
6	57	S	13	▁as	0.0568	0.0171	0.0014	-0.0003	-0.0012	0	0
6	58	S	13	▁a	0.0458	0.0126	0.0018	0.0018	-0.0016	0	0
6	59	S	13	▁kid	0.0975	0.0268	0.0024	-0.0012	0.0002	0	0
6	60	S	13	.	0.1053	0.0236	0.0011	-0.0191	-0.0055	0	0
7	0	S	1	▁-	0.0345	0.0828	0.0002	-0.0014	-0.0035	0	1
7	1	S	1	▁I	0.034	0.0817	0.0003	-0.0015	-0.0034	0	1
7	2	S	1	▁love	0.1113	0.2679	0.0002	0.0098	0.0263	0	1
7	3	S	1	▁you	0.0808	0.1922	0.0001	0.005	0.0119	0	1
7	4	S	1	.	0.0323	0.0757	0.0001	-0.0007	-0.0019	0	1
7	5	S	1	▁And	0.0118	0.0279	0.0001	-0.0015	-0.0037	0	1
7	6	S	1	▁I	0.0211	0.0506	0.0003	-0.0008	-0.0017	0	1
7	7	S	1	'	0.0133	0.0311	0.0	0.0006	0.0015	0	1
7	8	S	1	m	0.0202	0.0478	0.0002	0.0022	0.0051	0	1
7	9	S	1	▁proud	0.1675	0.4047	0.0	0.0208	0.0503	0	1
7	10	S	1	▁to	0.0209	0.0495	0.0	-0.0013	-0.0028	0	1
7	11	S	1	▁be	0.0502	0.119	0.0	-0.0121	-0.0288	0	1
7	12	S	1	▁your	0.0633	0.1553	0.0003	-0.0107	-0.0284	0	1
7	13	S	1	▁brother	0.1125	0.2725	0.0003	-0.0014	-0.0022	0	1
7	14	S	1	.	0.0269	0.0639	0.0001	-0.0011	-0.0029	0	1
7	15	S	1	▁-	0.0309	0.0729	0.0002	-0.002	-0.0051	0	1
7	16	S	1	▁I	0.0298	0.071	0.0003	0.0009	0.0022	0	1
7	17	S	1	'	0.0205	0.0486	0.0001	-0.0022	-0.0052	0	1
7	18	S	1	m	0.0277	0.0642	0.0003	-0.0028	-0.0068	0	1
7	19	S	1	▁so	0.0714	0.164	0.0002	-0.0088	-0.0208	0	1
7	20	S	1	▁sorry	0.118	0.2796	0.0005	-0.0094	-0.0225	0	1
7	21	S	1	,	0.0251	0.058	0.0003	-0.0037	-0.0089	0	1
7	22	S	1	▁Matt	0.082	0.1926	0.0004	-0.0119	-0.0275	0	1
7	23	S	1	.	0.0243	0.0576	0.0001	-0.0023	-0.0055	0	1
7	24	S	1	▁Ron	0.052	0.1236	0.0006	0.0003	0.0013	0	1
7	25	S	1	▁and	0.0343	0.0811	0.0003	-0.0047	-0.011	0	1
7	26	S	1	▁I	0.0289	0.0685	0.0005	0.0022	0.005	0	1
7	27	S	1	▁just	0.0331	0.0784	0.0001	-0.0034	-0.0079	0	1
7	28	S	1	▁kind	0.0377	0.0881	0.0001	-0.0035	-0.0076	0	1
7	29	S	1	a	0.0505	0.1186	0.0	-0.0062	-0.0138	0	1
7	30	S	1	▁lost	0.1348	0.3206	0.0002	0.0145	0.0345	0	1
7	31	S	1	▁track	0.2458	0.5806	0.0001	-0.0275	-0.0656	0	1
7	32	S	1	▁of	0.052	0.1222	0.0001	-0.002	-0.0042	0	1
7	33	S	1	▁time	0.0633	0.1486	0.0007	-0.0078	-0.0177	0	1
7	34	S	1	,	0.0617	0.1447	0.0003	-0.0035	-0.0082	0	1
7	35	S	1	▁and	0.112	0.2646	0.0006	-0.0096	-0.022	0	1
7	36	S	1	▁something	0.215	0.5086	0.0018	0.0221	0.0517	0	1
7	37	S	1	▁happened	0.4464	1.057	0.0012	0.0402	0.0971	0	1
7	38	S	1	▁with	0.2776	0.6552	0.0043	0.0079	0.0195	0	1
