example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
4	7	▁quitté	0.9752	0.9869	-0.0117	0.0172	0.0069	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0784	0.1195	0.1208	0.1287	0.1182	0.0262	0.2703	0.035	0.0702	0.0358	0.4442	0	0	1
4	8	▁la	0.9105	0.9812	-0.0706	0.1078	0.0962	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0026	0.1311	0.115	0.0638	0.0007	0.1018	0.0333	0.2728	0.0351	0.0528	0.0231	0.4811	0	0	1
4	9	▁prison	0.9963	0.998	-0.0017	0.0024	0.0008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0095	0.0939	0.0904	0.0747	0.0595	0.0923	0.0239	0.4014	0.0311	0.0896	0.0196	0.3421	0	0	1
4	10	.	0.9619	0.9853	-0.0235	0.0348	0.0617	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0799	0.1592	0.5345	0.0733	0.1177	0.0881	0.1201	0.0288	0.0947	0.0743	0.4764	0	0	1
4	11	</s>	0.9958	0.9982	-0.0024	0.0035	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.1404	0.1676	0.1113	0.0159	0.0002	0.1282	0.0492	0.086	0.0186	0.0848	0.0895	0.5438	0	0	1
5	0	▁Apparemment	0.8577	0.9801	-0.1224	0.1925	0.3743	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1475	3.0	25.7236	0.5732	0.3874	0.4075	0.9204	2.4546	0.0526	0.0859	0.7564	0.031	0.0425	0.0315	0.0	0	0	1
5	1	,	0.9428	0.9453	-0.0025	0.0039	0.1485	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0073	0.1732	0.1448	0.0635	0.0075	0.0818	0.0947	0.3455	0.0266	0.0789	0.0701	0.3023	0	0	1
5	2	▁elle	0.0564	0.9809	-0.9245	4.1205	3.7502	3.895	1.0	3.895	1.0	3.895	1.0	3.9518	2.0	3.8647	5.0	0.0	0.0269	0.1264	0.1368	0.1693	0.4824	0.1197	0.0478	0.4183	0.0446	0.1264	0.0491	0.1942	0	1	1
5	3	▁n	0.46	0.6133	-0.1532	0.4147	0.0661	0.041	1.0	0.041	1.0	0.041	2.0	0.041	2.0	0.041	2.0	0.0	0.0001	0.0853	0.1224	0.0902	0.0242	0.1733	0.0293	0.5667	0.0444	0.0319	0.018	0.1364	0	0	1
5	4	'	0.9963	0.9993	-0.003	0.0043	0.005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0835	0.0964	0.0337	0.0573	0.164	0.029	0.2978	0.0357	0.1068	0.0404	0.3264	0	0	1
5	5	a	0.4517	0.3889	0.0627	-0.2157	0.1632	0.0	1.0	0.0	1.0	0.0878	2.0	0.0771	4.0	0.1515	11.0	0.0	0.0347	0.1145	0.1298	0.1145	0.1271	0.1155	0.04	0.5305	0.0545	0.0413	0.0224	0.1958	0	0	1
5	6	▁pas	0.7625	0.6012	0.1612	-0.3427	0.1722	0.0	1.0	0.0	1.0	0.0	1.0	0.1047	1.0	0.1047	2.0	0.0	0.0026	0.1104	0.1166	0.1762	0.002	0.0657	0.0319	0.2714	0.0296	0.0587	0.0366	0.5062	0	0	1
5	7	▁de	0.7519	0.915	-0.1631	0.2832	0.1969	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1196	10.0	-0.0	0.0	0.0698	0.1036	0.1317	0.1114	0.0848	0.0275	0.2605	0.0323	0.0693	0.0365	0.489	0	0	1
5	8	▁signal	0.9865	0.9902	-0.0037	0.0054	0.0046	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0244	0.0786	0.0691	0.085	0.1543	0.1054	0.0246	0.3395	0.0331	0.047	0.0268	0.4237	0	0	1
5	9	▁dans	0.6309	0.3543	0.2766	-0.8324	0.4114	0.0	1.0	0.0	1.0	0.2461	1.0	0.3834	2.0	0.4285	8.0	0.0	0.0002	0.1165	0.1223	0.1593	0.1968	0.0918	0.0202	0.3559	0.0529	0.0684	0.0246	0.3863	0	0	1
5	10	▁la	0.9591	0.9857	-0.0266	0.0394	0.0302	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0001	0.0601	0.078	0.0694	0.0041	0.0638	0.0204	0.4244	0.1181	0.0326	0.0247	0.316	0	0	1
5	11	▁jungle	0.991	0.9933	-0.0023	0.0034	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0018	0.0647	0.0761	0.1008	0.1042	0.0868	0.0121	0.6796	0.1069	0.0112	0.0045	0.0988	0	0	1
5	12	.	0.9885	0.9932	-0.0047	0.0069	0.0074	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0024	0.092	0.0795	0.4592	0.0269	0.0737	0.0234	0.1537	0.0369	0.0926	0.0437	0.576	0	0	1
5	13	</s>	0.9968	0.9978	-0.0011	0.0016	0.0011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0449	0.0764	0.0723	0.0531	0.0017	0.0679	0.0328	0.135	0.0203	0.0637	0.0587	0.6216	0	0	1
6	0	▁Et	0.6726	0.9776	-0.305	0.5395	0.7095	0.0	1.0	0.0	1.0	0.0	1.0	0.4938	2.0	0.5511	3.0	24.5261	0.534	0.3319	0.3625	0.7959	4.2871	0.1717	0.1356	0.282	0.033	0.2668	0.1109	0.0	0	0	0
6	1	▁quand	0.8681	0.9346	-0.0664	0.1064	0.0928	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0029	2.0	0.0	0.0012	0.1382	0.1473	0.1824	0.1925	0.1656	0.0682	0.3464	0.0229	0.1946	0.0714	0.1309	0	0	0
6	2	▁le	0.7016	0.9592	-0.2576	0.4512	0.6474	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.5271	4.0	-0.0	0.0006	0.2838	0.1603	0.3025	0.5298	0.0783	0.0092	0.8399	0.0154	0.0163	0.0082	0.0326	0	0	0
6	3	▁ballon	0.9977	0.9937	0.004	-0.0058	0.0025	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0111	0.1192	0.1206	0.1016	0.0399	0.0898	0.0147	0.7608	0.0201	0.0372	0.0088	0.0687	0	0	0
6	4	▁de	0.6773	0.9076	-0.2303	0.4222	0.293	0.0	1.0	0.0	1.0	0.0	1.0	0.0873	2.0	0.184	5.0	0.0	0.0011	0.1574	0.1156	0.1565	0.3604	0.0721	0.0157	0.4094	0.0113	0.065	0.0316	0.3948	0	0	0
6	5	▁foot	0.8685	0.5462	0.3222	-0.6689	0.2433	0.0	1.0	0.0	1.0	0.0	1.0	0.243	1.0	0.243	2.0	0.0	0.0116	0.1532	0.1185	0.1284	0.1845	0.0542	0.0095	0.4803	0.0142	0.0517	0.0177	0.3725	0	0	0
6	6	▁vous	0.4099	0.6947	-0.2848	0.761	0.4082	0.0	1.0	0.0	1.0	0.0629	2.0	0.2915	3.0	0.3886	6.0	-0.0	0.0	0.0482	0.0955	0.1032	0.0223	0.1038	0.0144	0.6213	0.0169	0.0187	0.0122	0.2126	0	0	0
6	7	▁a	0.5121	0.7788	-0.2667	0.6049	0.2624	0.0	1.0	0.0	1.0	0.0	1.0	0.2497	3.0	0.2396	6.0	0.0	0.0001	0.1323	0.1094	0.0986	0.0111	0.0977	0.0228	0.3711	0.0163	0.0533	0.0273	0.4114	0	0	0
6	8	▁frappé	0.3165	0.5569	-0.2403	0.8149	0.149	0.1087	1.0	0.1087	1.0	0.1087	2.0	0.0973	3.0	0.1254	5.0	0.0	0.0001	0.1073	0.1074	0.1428	0.0524	0.0884	0.0169	0.4213	0.0102	0.0565	0.0179	0.3887	0	0	0
6	9	▁la	0.73	0.805	-0.075	0.1411	0.2348	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.2215	3.0	-0.0	0.0009	0.1291	0.1271	0.1093	0.0386	0.0486	0.0077	0.3473	0.0088	0.0263	0.0137	0.5475	0	0	0
6	10	▁poitrine	0.9985	0.9989	-0.0004	0.0006	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0019	0.1388	0.1247	0.0875	0.0765	0.0522	0.0069	0.5484	0.011	0.027	0.0123	0.3423	0	0	0
6	11	,	0.9704	0.9649	0.0054	-0.0081	0.036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0015	0.1551	0.1268	0.1576	0.0019	0.0388	0.0291	0.2133	0.0092	0.0227	0.0134	0.6736	0	0	0
6	12	▁il	0.9787	0.9917	-0.013	0.019	0.0121	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0923	0.0899	0.0905	0.0897	0.057	0.0534	0.0203	0.243	0.0213	0.0382	0.0259	0.5979	0	1	0
6	13	▁l	0.4759	0.5903	-0.1143	0.3105	0.0733	0.0	1.0	0.0	1.0	0.0064	2.0	0.0064	2.0	0.0626	4.0	0.0	0.0017	0.1089	0.0793	0.0602	0.131	0.0505	0.0095	0.546	0.0217	0.0177	0.0097	0.3449	0	1	0
6	14	'	0.9986	0.9985	0.0001	-0.0002	0.0013	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0011	0.1127	0.0814	0.2012	0.0336	0.0371	0.0067	0.5675	0.012	0.022	0.0124	0.3422	0	0	0
6	15	a	0.992	0.9945	-0.0025	0.0036	0.0021	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0419	0.0988	0.0781	0.1164	0.0292	0.0394	0.0094	0.4052	0.0115	0.0233	0.0212	0.4901	0	0	0
6	16	▁d	0.2615	0.5496	-0.2881	1.0718	0.3136	0.3369	1.0	0.3369	1.0	0.3369	2.0	0.3188	5.0	0.3155	94.0	-0.0	0.0027	0.1117	0.0836	0.1849	0.1236	0.0613	0.0076	0.7237	0.0137	0.0117	0.0053	0.1767	0	0	0
6	17	éloge	0.3607	0.3413	0.0194	-0.0798	0.0682	0.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0486	7.0	0.0	0.0009	0.1053	0.0811	0.0872	0.1025	0.0449	0.0096	0.6064	0.0116	0.0098	0.0089	0.3088	0	0	0
6	18	,	0.1981	0.5261	-0.3281	1.4093	0.5165	0.3943	1.0	0.3943	1.0	0.3943	2.0	0.3499	3.0	0.5184	12.0	-0.0	0.0169	0.1346	0.199	0.2428	1.6632	0.0113	0.0021	0.1153	0.0042	0.0072	0.0098	0.8501	0	0	0
6	19	▁causant	0.5769	0.7345	-0.1576	0.3484	0.1834	0.0	1.0	0.0	1.0	0.0	1.0	0.0663	3.0	0.1049	8.0	-0.0	0.1605	0.0887	0.0997	0.1179	0.0368	0.0454	0.0079	0.425	0.0144	0.043	0.0145	0.4497	0	0	0
6	20	▁la	0.4929	0.6648	-0.1719	0.4316	0.0745	0.0	1.0	0.0	1.0	0.0646	2.0	0.0646	2.0	0.061	3.0	-0.0	0.1104	0.0729	0.0782	0.071	0.0264	0.0392	0.0063	0.5194	0.0151	0.0395	0.0063	0.374	0	0	0
6	21	▁déc	0.3768	0.5458	-0.1691	0.5347	0.0703	0.0637	1.0	0.0637	1.0	0.0637	1.0	0.0637	2.0	0.0637	2.0	0.0	0.0105	0.0603	0.0739	0.0729	0.0398	0.0333	0.0058	0.8136	0.0092	0.0054	0.0021	0.1306	0	0	0
6	22	hir	0.9976	0.9962	0.0015	-0.0021	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0	0.0784	0.0711	0.0532	0.1399	0.0293	0.0067	0.4357	0.0136	0.0091	0.0114	0.4943	0	0	0
6	23	ure	0.9998	0.9999	-0.0	0.0001	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0022	0.0845	0.1515	0.1399	0.0012	0.014	0.0027	0.248	0.008	0.0048	0.0107	0.7117	0	0	0
6	24	▁dans	0.3749	0.6092	-0.2343	0.7003	0.547	0.0	1.0	0.0	1.0	0.0036	2.0	0.3131	3.0	0.5381	4.0	0.0	0.0004	0.0826	0.0812	0.0946	0.7557	0.1186	0.0043	0.2144	0.0098	0.0564	0.009	0.5874	0	0	0
6	25	▁votre	0.3887	0.6277	-0.239	0.6915	0.7052	0.0	1.0	0.0	1.0	0.7048	2.0	0.572	3.0	0.693	4.0	-0.0	0.0003	0.0667	0.0793	0.0355	0.494	0.0932	0.0038	0.1944	0.0159	0.0991	0.0075	0.586	0	0	0
6	26	▁poumon	0.9493	0.9754	-0.026	0.039	0.0136	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0694	0.0753	0.1234	0.1935	0.1655	0.0052	0.4033	0.0106	0.137	0.0045	0.2738	0	0	0
6	27	▁et	0.9571	0.9807	-0.0236	0.0352	0.0155	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.0	0.0206	0.1033	0.1075	0.164	0.001	0.0421	0.0069	0.1316	0.0194	0.0539	0.0103	0.7358	0	0	0
6	28	▁un	0.9233	0.8898	0.0335	-0.0534	0.0185	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.007	1.0	-0.0	0.0047	0.0617	0.0659	0.0814	0.01	0.0398	0.0077	0.4921	0.0402	0.0162	0.0054	0.3985	0	0	0
6	29	▁petit	0.9805	0.9835	-0.0029	0.0043	0.0023	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.018	0.0533	0.0588	0.0712	0.0291	0.0591	0.0083	0.4063	0.0421	0.016	0.0157	0.4524	0	0	0
