src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
They say they didn't leave the house until school next morning.	 Elles disent qu'elles n'ont pas quitté la maison avant l'école le lendemain matin.	Miller - family. Who are they and where were they? Beth had Chloe, their eldest daughter, when she was 15. Mark was 17. Mum and daughter were at home watching telly.<brk> They say they didn't leave the house until school next morning.	 Miller - famille. Qui sont-ils et où étaient-ils? Beth avait Chloé, leur fille aînée, quand elle avait 15 ans. Mark avait 17 ans. Maman et fille étaient à la maison à regarder la télé.<brk>	<p>They</p> say they didn't leave the house until school next morning.	Elles  ont dit qu'elles n'avaient pas quitté la maison avant le matin.	<p>Elles</p>  ont dit qu'elles n'avaient pas quitté la maison avant le matin.
But it burnt down.	 Mais il a brûlé.	This clever lady has contrived a most intricate problem. I have been admiring the house. I thank you. It was built by my husband's greatgrandfather. There was an Elizabethan manor before.<brk> But it burnt down.	 Cette dame futée a trouvé un problème des plus complexes. J'admire la maison. Je vous remercie. Elle a été construite par l'arrière grand-père de mon mari. Il y avait un manoir élisabéthain avant.<brk>	But <p>it</p> burnt down.	Mais il a brûlé.	Mais <p>il</p> a brûlé.
Unlike solo vigilantes, they're working in concert and they're planning and executing coordinated attacks.	 Contrairement aux justiciers solitaires, ils travaillent en concert et ils organisent et mènent des attaques coordonnées.	We need to give the profile. We believe that these unsubs are two women who are killing people convicted of heinous crimes. You son of a bitch! You son of a bitch! He'll be out in 10 years.<brk> Unlike solo vigilantes, they're working in concert and they're planning and executing coordinated attacks.	 Nous devons donner le profil. Nous pensons que ces sous-marins sont deux femmes qui tuent des gens condamnés pour des crimes haineux. Sale fils de pute! Sale fils de pute! Il sera dehors dans 10 ans.<brk>	Unlike solo vigilantes, <p>they</p>'re working in concert and they're planning and executing coordinated attacks.	A la différence des vengeurs solitaires, elles travaillent de concert et elles prévoient et exécutent des attaques coordonnées.	A la différence des vengeurs solitaires, <p>elles</p> travaillent de concert et elles prévoient et exécutent des attaques coordonnées.
Because, believe me, they won't last two days in a Mexican prison.	 Parce que, croyez-moi, elles ne dureront pas deux jours dans une prison mexicaine.	Come on, man. This is your chance to be the hero. - I don't know, David. - Don't do it for me. Don't even do it for you. Do it for the girls. For Rose and Casey.<brk> Because, believe me, they won't last two days in a Mexican prison.	 Allez, mec. C'est ta chance d'être le héros. - Je ne sais pas, David. - Ne fais pas ça pour moi. Fais même pas ça pour toi. Fais-le pour les filles. Pour Rose et Casey.<brk>	Because, believe me, <p>they</p> won't last two days in a Mexican prison.	Elles tiendront pas deux jours dans une prison mexicaine.	<p>Elles</p> tiendront pas deux jours dans une prison mexicaine.
Now it's going into the stomach.	 Maintenant, elle va dans l'estomac.	There's no need. But if you like, we can take another look. See... Now we're in the esophagus. It's going further... It's not yet in the stomach. Look, this opening is the entry to the stomach.<brk> Now it's going into the stomach.	 Pas besoin. Mais si tu veux, on peut jeter un autre coup d'œil. Regarde... Maintenant, on est dans l'oesophage. <unk> a va plus loin... Il n'est pas encore dans l'estomac. Regarde, cette ouverture est l'entrée de l'estomac.<brk>	Now <p>it</p>'s going into the stomach.	Maintenant elle entre dans l'estomac.	Maintenant <p>elle</p> entre dans l'estomac.
But it has to.	 Mais il le doit.	Dr. Gourse? You talked to Dr. Gourse? Yes. He said Lexy is too sick for this to work. This man's blood won't do anything.<brk> But it has to.	 Dr Gourse? Vous avez parlé au Dr Gourse? Oui. Il a dit que Lexy est trop malade pour que ça marche. Le sang de cet homme ne fait rien.<brk>	But <p>it</p> has to.	Mais il le doit.	Mais <p>il</p> le doit.
If it didn't poison her, why prepare it and only drink half a cup?	 S'il ne l'empoisonne pas, pourquoi le préparer et ne boire qu'une demi- tasse?	What if she knocked it on the way to the pool? A suicidal woman carefully replaces a damaged pot before lowering herself silently into the water? No. The tea. The tea has to hold the key.<brk> If it didn't poison her, why prepare it and only drink half a cup?	 Et si elle l'a frappé sur le chemin de la piscine? Une femme suicidaire remplace soigneusement un pot endommagé avant de s'abaisser silencieusement dans l'eau? Non. Le thé. Le thé doit tenir la clé.<brk>	If <p>it</p> didn't poison her, why prepare it and only drink half a cup?	S'il ne l'a pas empoisonné, pourquoi le préparer et n'en boire que la moitié ?	S'<p>il</p> ne l'a pas empoisonné, pourquoi le préparer et n'en boire que la moitié ?
But by the next day, it had burned out.	 Mais le jour suivant, il avait brûlé.	Hey! Help! I'm here! I'm still here! All the other students were killed in the crash. I stayed by the fire as long as I could.<brk> But by the next day, it had burned out.	 A l'aide! Je suis là! Je suis toujours là! Tous les autres étudiants ont été tués dans l'accident. Je suis resté à côté de l'incendie aussi longtemps que possible.<brk>	But by the next day, <p>it</p> had burned out.	Le lendemain, il était éteint.	Le lendemain, <p>il</p> était éteint.
No, they're just pretending to be so that all of you will like them!	 Non, elles font semblant d'être pour que vous tous les aimiez!	Looks like you won't be getting your lesbian after all. Yeah, we'll see. Can I just say something? I know that you all think you're being all open-minded by electing these two homecoming queens, but I think you all should know they're not really lesbians. Lauren, give me the microphone.<brk> No, they're just pretending to be so that all of you will like them!	 On dirait que tu n'auras pas ta lesbienne après tout. Ouais, on verra. Je peux juste dire quelque chose? Je sais que vous pensez tous être ouverts d'esprit en élisant les deux reines du foyer, mais je pense que vous devriez tous savoir qu'elles ne sont pas vraiment lesbiennes. Lauren, donne-moi le micro.<brk>	No, <p>they</p>'re just pretending to be so that all of you will like them!	Non, elles prétendent juste l'être Pour être aimées par vous tous !	Non, <p>elles</p> prétendent juste l'être Pour être aimées par vous tous !
I don't think it will kill us until it knows who we are!	 Je ne pense pas qu'elle nous tuera jusqu'à ce qu'elle sache qui nous sommes!	I just don't want those charred bones I saw to be disappointed in me! I... I know what I have to do now! And this is the job we chose. Help me! Put on your hood. As far forward as you can... So that your face is hidden from it.<brk> I don't think it will kill us until it knows who we are!	 Je ne veux pas ces os carbonisés que j'ai vu pour être déçue de moi! Je... Je sais ce que je dois faire maintenant! Et c'est le travail que nous avons choisi. Aide-moi! Mets ta capuche. Aussi loin que tu puisses... Pour que ton visage soit caché de cette dernière.<brk>	I don't think it will kill us until <p>it</p> knows who we are!	Tant qu'il ne sait pas qui on est, il ne devrait pas nous tuer !	Tant qu'<p>il</p> ne sait pas qui on est, il ne devrait pas nous tuer !
May it serve you well.	 Qu'elle te soit bien utile.	Although that one there is not bad. That's not an Elf maid. That's funny. This is Orcrist, the Goblin-cleaver. A famous blade... forged by the High Elves of the West, my kin.<brk> May it serve you well.	 Celui-là n'est pas mauvais. Ce n'est pas une bonne elfe. C'est drôle. Voici Orcriste, l'outilleur de Goblin. Une lame célèbre... forgée par les elfes de l'ouest, mon parent.<brk>	May <p>it</p> serve you well.	Puisse-t-elle bien vous servir.	Puisse-t-<p>elle</p> bien vous servir.
String theory has always predicted they exist.	 La théorie des cordes a toujours prédit qu'ils existent.	What if something attacks me? Well, you'll just have to be faster than one of us. That creature just got a hell of a lot harder to find. What is this place? Must be some kind of temporal junction.<brk> String theory has always predicted they exist.	 Et si quelque chose m'a attaqué? Eh bien, il va falloir que tu sois plus rapide que l'un de nous. Cette créature vient d'avoir beaucoup plus de mal à trouver. Quel est cet endroit? <unk> a doit être une sorte de carrefour temporel.<brk>	String theory has always predicted <p>they</p> exist.	La théorie a toujours prédit qu'elles existent.	La théorie a toujours prédit qu'<p>elles</p> existent.
And then I just came in, it just wasn't there no more.	 Et puis je suis entré, il n'y avait plus rien.	Now's a good time to set some ground rules about coming and going. Oh, you know what? That reminds me. Has somebody removed a box of vintage pornography? I had been looking after it, you see.<brk> And then I just came in, it just wasn't there no more.	 C'est le bon moment pour établir des règles de base pour aller et venir. Oh, tu sais quoi? <unk> a me rappelle. Quelqu'un a-t-il retiré une boîte de pornographie vintage? Je m'en occupais, tu vois.<brk>	And then I just came in, <p>it</p> just wasn't there no more.	Et là je regardé...j'étais venu, et elle...elle n'était plus là, tu saisis ?	Et là je regardé...j'étais venu, et <p>elle</p>...elle n'était plus là, tu saisis ?
Never know when they'll need or use it.	 Ne savent jamais quand elles en auront besoin ou l'utiliseront.	There has got to be something that we can do. This is an Oval Office nightmare now. What do the Russians want with L.A.'s nuclear detection system? The Cold War's heating up. Friend or foe, nations collect intel on each other.<brk> Never know when they'll need or use it.	 Il doit y avoir quelque chose que nous pouvons faire. C'est un cauchemar du bureau ovale maintenant. Que veulent les Russes avec le système de détection nucléaire de L.A.? La guerre froide se réchauffe. Ami ou ennemi, les nations collectent des informations les unes sur les autres.<brk>	Never know when <p>they</p>'ll need or use it.	Sans savoir quand elles en auront besoin ou quand elles les utiliseront.	Sans savoir quand <p>elles</p> en auront besoin ou quand elles les utiliseront.
- No, I don't think so. I don't think they can do my job.	 - Non, je ne pense pas. Je ne pense pas qu'elles puissent faire mon travail.	And that's what happened. What does women's lib mean to you? I think they have a lot of good points. Extremely fine points. The abortion laws are ridiculous. The fact that, uh, unequal pay... that's ridiculous. - They're not after your job?<brk> - No, I don't think so. I don't think they can do my job.	 Et c'est ce qui s'est passé. Qu'est-ce que la liberté des femmes signifie pour vous? Je pense qu'elles ont beaucoup de bons points. Des points extrêmement fins. Les lois sur l'avortement sont ridicules. Le fait que, euh, la rémunération inégalitaire... c'est ridicule. - Elles ne sont pas à la recherche de votre travail?<brk>	- No, I don't think so. I don't think <p>they</p> can do my job.	Non, je ne pense pas qu'elles puissent faire mon job.	Non, je ne pense pas qu'<p>elles</p> puissent faire mon job.
The boy knows where it is.	 Le garçon sait où il est.	Keep it under your bed. 'That's 11 now dead on the Shetland Island of Fetlar.' We need a sample of the vaccine. There's a man in Sheffield, a scientist called Donaldson, get it to him. It's me. The manuscript exists.<brk> The boy knows where it is.	 Gardez-le sous votre lit. C'est 11 morts maintenant sur l'île Shetland de Fetlar. Il nous faut un échantillon du vaccin. Il y a un homme à Sheffield, un scientifique nommé Donaldson, apportez-le lui. C'est moi. Le manuscrit existe.<brk>	The boy knows where <p>it</p> is.	Le garçon sait où il est.	Le garçon sait où <p>il</p> est.
I didn't know it was missing.	 Je ne savais pas qu'il avait disparu.	She knew about the tunnels. The King used them to bring his companions in and out of the palace. Seems I'm not the only one who grew tired of his partnership with you. All right, Your Majesty. You're going to help me find the Knave's heart.<brk> I didn't know it was missing.	 Elle connaissait les tunnels. Le Roi les a utilisés pour faire entrer et sortir ses compagnons du palais. Je ne suis pas le seul à en avoir marre de son association. Très bien, Votre Majesté. Vous allez m'aider à retrouver le cœur de Knave.<brk>	I didn't know <p>it</p> was missing.	Je ne savais pas qu'il avait disparu.	Je ne savais pas qu'<p>il</p> avait disparu.
It's just they've fallen quite randomly, you'd really notice if one was gone?	 C'est juste qu'elles sont tombées au hasard, vous remarqueriez vraiment si elles avaient disparu?	Of course, you'll have noticed the money. The Sultanis - a base currency... ..for the heathen ruler of the east. You see, this is how I allow my soldiers to prove their loyalty to me. I toss these Sultanis on the ground before them. And, do you know, the coins are never, ever touched?<brk> It's just they've fallen quite randomly, you'd really notice if one was gone?	 Bien sûr, vous aurez remarqué l'argent. Les Sultanis - une monnaie de base... pour le dirigeant païen de l'est. Vous voyez, c'est comme ça que je permets à mes soldats de prouver leur loyauté envers moi. Je jette ces Sultanis par terre avant eux. Et, vous savez, les pièces ne sont jamais, jamais touchées?<brk>	It's just <p>they</p>'ve fallen quite randomly, you'd really notice if one was gone?	C'est juste qu'elles tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?	C'est juste qu'<p>elles</p> tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?
...they can still maintain enough insecurity to be vulnerable, which is attractive.	...elles peuvent toujours maintenir assez d'insécurité pour être vulnérables, ce qui est attirant.	It's the in-betweens that are a problem. Right, exactly. Yeah, women under 18 and over 40 are the best at relationships, - 'cause the young ones... - True.<brk> ...they can still maintain enough insecurity to be vulnerable, which is attractive.	 C'est l'entre-deux qui pose problème. Exactement. Oui, les femmes de moins de 18 ans et de plus de 40 ans sont les meilleures en relations, - parce que les jeunes... - C'est vrai.<brk>	...<p>they</p> can still maintain enough insecurity to be vulnerable, which is attractive.	Elles peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.	<p>Elles</p> peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.
You think it still works?	 Tu penses qu'il marche encore?	How we made towers to work the weather. But the truth is... one day... it started to snow. And it never stopped. Hey! Is that what I think it is? Weather modification. Never seen one this close.<brk> You think it still works?	 Comment on a fait des tours pour faire fonctionner la météo. Mais la vérité, c'est qu'un jour, il a commencé à neiger. Et il ne s'est jamais arrêté. Hé! C'est ce que je crois qu'il est? La modification du temps. Je n'en ai jamais vu de si près.<brk>	You think <p>it</p> still works?	Vous croyez qu'elle fonctionne encore?	Vous croyez qu'<p>elle</p> fonctionne encore?
