src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
Afterwards, it came under new management.	 Ensuite, elle est apparue sous une nouvelle direction.	I'll show Zoe to her room. Then we meet for Midday Gathering. Let's go. Miss Robichaux's Academy for Exceptional Young Ladies was established as a premiere girls' finishing school in 1790. During the Civil War, it was converted into a military hospital.<brk> Afterwards, it came under new management.	 Je vais montrer Zoé à sa chambre. Puis on se retrouve pour Midday Gathering. Allons-y. L'Académie des Jeunes Dames exceptionnelles de Miss Robichaux a été créée comme une première école pour filles en 1790. Pendant la guerre de Sécession, elle a été convertie en hôpital militaire.<brk>	Afterwards, <p>it</p> came under new management.	Après cela, elle a été confiée à une nouvelle direction.	Après cela, <p>elle</p> a été confiée à une nouvelle direction.
If they do, they don't brag about it as loudly.	 Si elles le font, elles ne se vantent pas aussi fort.	She wasn't you. I gotta go. I mean, you gotta admit, it was pretty rad. I locked a vampire in her dorm with an invisible seal. I mean, how many newbie witches have that on their resume?<brk> If they do, they don't brag about it as loudly.	 Elle n'était pas toi. Je dois y aller. Je veux dire, tu dois admettre, c'était joli rad. J'ai enfermé un vampire dans sa résidence avec un sceau invisible. Je veux dire, combien de nouvelles sorcières ont ça sur leur CV?<brk>	If <p>they</p> do, they don't brag about it as loudly.	Si elles l'ont, elles ne s'en vantent pas aussi bruyamment.	Si <p>elles</p> l'ont, elles ne s'en vantent pas aussi bruyamment.
Their tears ran of blood, and they had snakes for hair.	 Leurs larmes coulait de sang, et elles avaient des serpents pour les cheveux.	like the furies coming down to punish orestes. You have no idea what I'm talking about, do you? Was...washe theguy who stabbed out his eyes? God,that's oedipus, you dumbass! The furies are deities of vengeance.<brk> Their tears ran of blood, and they had snakes for hair.	 Comme les furies qui descendent pour punir les orestes. Vous n'avez aucune idée de ce dont je parle, n'est-ce pas? Est-ce que... le gars qui lui a poignardé les yeux? Dieu, c'est Œdipe, espèce de crétin! Les furies sont des divinités de vengeance.<brk>	Their tears ran of blood, and <p>they</p> had snakes for hair.	Leurs larmes étaient en sang, et elles avaient des serpents à la place des cheveux.	Leurs larmes étaient en sang, et <p>elles</p> avaient des serpents à la place des cheveux.
Well, they hate it when a kid's used like that.	 Eh bien, elles détestent quand un enfant est utilisé comme ça.	You didn't find anything in my room, did you? Just tell me what you know about the riot. Which one of you guys killed my wife? What makes you think it was one of us? How are the women doing after this morning?<brk> Well, they hate it when a kid's used like that.	 Tu n'as rien trouvé dans ma chambre, n'est-ce pas? Dis-moi ce que tu sais sur l'émeute. Lequel d'entre vous a tué ma femme? Qu'est-ce qui te fait croire que c'était un de nous? Comment vont les femmes après ce matin?<brk>	Well, <p>they</p> hate it when a kid's used like that.	Et bien, elles détestent quand un enfant est utilisé comme ça.	Et bien, <p>elles</p> détestent quand un enfant est utilisé comme ça.
I've decided that this year, it should hang on your tree.	 J'ai décidé que cette année, elle devrait s'accrocher à votre arbre.	No questions asked. You swear to me? I swear. I'd like to present you all with this star, this... beacon... of Bethlehem. It was handcrafted for the Archdiocese of Boston.<brk> I've decided that this year, it should hang on your tree.	 Aucune question posée. Vous me jurez? Je vous jure. J'aimerais vous présenter cette étoile, cette... phare de Bethléem. Elle a été conçue à la main pour l'archidiocèse de Boston.<brk>	I've decided that this year, <p>it</p> should hang on your tree.	J'ai décidé que cette année, elle irait sur votre sapin.	J'ai décidé que cette année, <p>elle</p> irait sur votre sapin.
I was picking his things and it landed on my head.	 Je cueillais ses affaires et elle a atterri sur ma tête.	It's best if you come with us. What a pity! You've got a cut! The dove! She threw it out the window.<brk> I was picking his things and it landed on my head.	 C'est mieux si tu viens avec nous. Quel dommage! Tu as une coupe! La colombe! Elle l'a jetée par la fenêtre.<brk>	I was picking his things and <p>it</p> landed on my head.	Je ramassais des affaires et il m'est tombé sur la tête.	Je ramassais des affaires et <p>il</p> m'est tombé sur la tête.
They find out you stole it, they would...	 Elles découvrent que vous l'avez volé, elles...	Let's get started. Helping you find your happiness, saving you... That's what's gonna save me. This isn't your pixie dust, is it? Well, when you think about it, does anyone really own pixie dust? The fairies are quite proprietary about it.<brk> They find out you stole it, they would...	 Commençons. Pour vous aider à trouver votre bonheur, à vous sauver... C'est ce qui va me sauver. Ce n'est pas de la poussière de fée, n'est-ce pas? Quand on y pense, est-ce que quelqu'un possède de la poussière de fée? Les fées sont propriétaires.<brk>	<p>They</p> find out you stole it, they would...	Si elles l'apprennent...	Si <p>elles</p> l'apprennent...
I'm really good at fixing it when it freezes.	 Je suis vraiment doué pour la réparer quand elle gèle.	Okay, okay. Calm down. First of all, you did the right thing by hiding under this table. Secondly, your man is here. I'm gonna take care of this for us. I've been playing Xbox for years.<brk> I'm really good at fixing it when it freezes.	 D'accord. Calmez-vous. Tout d'abord, vous avez fait ce qu'il faut en vous cachant sous cette table. Deuxièmement, votre homme est là. Je vais m'occuper de ça pour nous. Je joue de la Xbox depuis des années.<brk>	I'm really good at fixing <p>it</p> when it freezes.	Je suis très doué pour la réparer quand elle plante.	Je suis très doué pour <p>la</p> réparer quand elle plante.
They meet a nice guy, maybe they get more.	 Elles rencontrent un type sympa, peut-être qu'elles en ont plus.	I don't know who's behind it, and I don't want to. My girls... they have good life. They make good money. Legal money. They get nice clothes, apartment.<brk> They meet a nice guy, maybe they get more.	 Je ne sais pas qui est derrière, et je ne veux pas. Mes filles... elles ont une bonne vie. Elles gagnent de l'argent. De l'argent légal. Elles s'habillent bien, l'appartement.<brk>	<p>They</p> meet a nice guy, maybe they get more.	Elles rencontrent des mecs sympas, elles peuvent même avoir plus.	<p>Elles</p> rencontrent des mecs sympas, elles peuvent même avoir plus.
- Mmm. - What, you didn't... Know it was missing?	 - Quoi, vous ne saviez pas qu'elle avait disparu?	- Ah, yes, the vehicle that you mentioned on the phone. You see, it makes a great deal of financial sense for me to buy a car of that price and then to ship it home. I'm head of the division of economic affairs, so you'll forgive me if I take a little pride in knowing how to strike a bargain. I'm not sure how you're gonna feel about your bargain now. That's my car?<brk> - Mmm. - What, you didn't... Know it was missing?	 - Ah, oui, le véhicule que vous avez mentionné au téléphone. Vous voyez, il est très logique financier pour moi d'acheter une voiture de ce prix et ensuite de la renvoyer à la maison. Je suis à la tête de la division des affaires économiques, donc vous me pardonnerz si je suis un peu fier de savoir comment négocier une affaire. Je ne suis pas sûr de ce que vous allez ressentir pour votre affaire maintenant. C'est ma voiture?<brk>	- Mmm. - What, you didn't... Know <p>it</p> was missing?	Vous ne saviez pas qu'elle avait disparu ?	Vous ne saviez pas qu'<p>elle</p> avait disparu ?
Especially if it has fresh mozzarella.	 Surtout si elle a de la mozzarella fraîche.	Yeah, that's... Real admirable. You know what? I'm gonna run that 5k, and when I win, I'll be celebrating in my poolside cabana with a big ol' Denver omelet to keep me company. A Denver omelet might actually be better company.<brk> Especially if it has fresh mozzarella.	 Oui, c'est... C'est admirable. Tu sais quoi? Je vais diriger ce 5k, et quand je gagnerai, je ferai la fête dans ma cabine de plage avec un gros omelet de Denver pour me garder compagnie. Un omelet de Denver pourrait en fait être une meilleure compagnie.<brk>	Especially if <p>it</p> has fresh mozzarella.	Surtout si elle a de la mozzarella fraiche.	Surtout si <p>elle</p> a de la mozzarella fraiche.
Yes, it's in the infirmary already.	 Oui, il est déjà à l'infirmerie.	Rose, it'd be good it this week you could pay her special attention. - Look after her a lot. -Okay. Any questions? Have we got her report?<brk> Yes, it's in the infirmary already.	 Rose, ce serait bien que cette semaine tu puisses y prêter attention. - Prends soin d'elle beaucoup. - D'accord. Des questions? On a son rapport?<brk>	Yes, <p>it</p>'s in the infirmary already.	Oui, il est à l'infirmerie.	Oui, <p>il</p> est à l'infirmerie.
And that it ran off before we all got a go.	 Et qu'il s'est enfui avant qu'on s'y mette tous.	True. Did you mention we stole a horse? Yes. Good. You mustn't tell lies.<brk> And that it ran off before we all got a go.	 C'est vrai. Tu as dit qu'on a volé un cheval? Oui. Bien. Tu ne dois pas mentir.<brk>	And that <p>it</p> ran off before we all got a go.	Et qu'il s'est sauvé avant qu'on ait tous fait un tour.	Et qu'<p>il</p> s'est sauvé avant qu'on ait tous fait un tour.
Yeah, they're graphic.	 Oui, elles sont graphiques.	The dancer guy? - I don't know why I said that. - I don't either. Folks, we need you to look at some photographs, but I will warn you, they are a little bit graphic. Oh, heavens. I apologise.<brk> Yeah, they're graphic.	 Le danseur? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus. Nous avons besoin que vous regardiez quelques photos, mais je vais vous prévenir, elles sont un peu graphiques. Oh, ciel. Je m'excuse.<brk>	Yeah, <p>they</p>'re graphic.	Ouais, elles sont explicites.	Ouais, <p>elles</p> sont explicites.
Look, I don't know about any of that, but here it ain't.	 Ecoutez, je ne sais rien de tout ça, mais il n'est pas là.	I don't know. And you will, bro. No. Truth is, I'm a pariah in the financial world. My name is ruined.<brk> Look, I don't know about any of that, but here it ain't.	 Je ne sais pas. Et tu le feras, frangin. Non. La vérité, c'est que je suis un paria dans le monde financier. Mon nom est ruiné.<brk>	Look, I don't know about any of that, but here <p>it</p> ain't.	Ecoute, je ne sais rien à propos de ça, mais ici il ne l'est pas.	Ecoute, je ne sais rien à propos de ça, mais ici <p>il</p> ne l'est pas.
They say they didn't leave the house until school next morning.	 Ils disent qu'ils n'ont pas quitté la maison avant l'école le matin suivant.	Miller - family. Who are they and where were they? Beth had Chloe, their eldest daughter, when she was 15. Mark was 17. Mum and daughter were at home watching telly.<brk> They say they didn't leave the house until school next morning.	 Miller - famille. Qui étaient-ils et où étaient-ils? Beth avait Chloé, leur fille aînée, quand elle avait 15 ans. Mark avait 17 ans. Maman et fille étaient à la maison en train de regarder la télé.<brk>	<p>They</p> say they didn't leave the house until school next morning.	Elles  ont dit qu'elles n'avaient pas quitté la maison avant le matin.	<p>Elles</p>  ont dit qu'elles n'avaient pas quitté la maison avant le matin.
But it burnt down.	 Mais elle a brûlé.	This clever lady has contrived a most intricate problem. I have been admiring the house. I thank you. It was built by my husband's greatgrandfather. There was an Elizabethan manor before.<brk> But it burnt down.	 Cette femme intelligente a résolu un problème très complexe. J'admire la maison. Je vous remercie. Elle a été construite par l'arrière-grand-père de mon mari. Il y avait une manoir élisabéthain avant.<brk>	But <p>it</p> burnt down.	Mais il a brûlé.	Mais <p>il</p> a brûlé.
Unlike solo vigilantes, they're working in concert and they're planning and executing coordinated attacks.	 Contrairement aux justiciers en solo, ils sont en concert et ils préparent et mènent des attaques coordonnées.	We need to give the profile. We believe that these unsubs are two women who are killing people convicted of heinous crimes. You son of a bitch! You son of a bitch! He'll be out in 10 years.<brk> Unlike solo vigilantes, they're working in concert and they're planning and executing coordinated attacks.	 Nous devons donner un profil. Nous pensons que ces suspects sont deux femmes qui tuent des gens reconnus coupables de crimes haineux. Fils de pute! Fils de pute! Il va sortir dans 10 ans.<brk>	Unlike solo vigilantes, <p>they</p>'re working in concert and they're planning and executing coordinated attacks.	A la différence des vengeurs solitaires, elles travaillent de concert et elles prévoient et exécutent des attaques coordonnées.	A la différence des vengeurs solitaires, <p>elles</p> travaillent de concert et elles prévoient et exécutent des attaques coordonnées.
Because, believe me, they won't last two days in a Mexican prison.	 Parce que, croyez-moi, elles ne dureront pas deux jours dans une prison mexicaine.	Come on, man. This is your chance to be the hero. - I don't know, David. - Don't do it for me. Don't even do it for you. Do it for the girls. For Rose and Casey.<brk> Because, believe me, they won't last two days in a Mexican prison.	 Allez, mec. C'est ta chance d'être le héros. - Je ne sais pas, David. - Ne le fais pas pour moi. Ne le fais même pas pour toi. Fais-le pour les filles. Pour Rose et Casey.<brk>	Because, believe me, <p>they</p> won't last two days in a Mexican prison.	Elles tiendront pas deux jours dans une prison mexicaine.	<p>Elles</p> tiendront pas deux jours dans une prison mexicaine.
Now it's going into the stomach.	 Maintenant, elle va dans l'estomac.	There's no need. But if you like, we can take another look. See... Now we're in the esophagus. It's going further... It's not yet in the stomach. Look, this opening is the entry to the stomach.<brk> Now it's going into the stomach.	 Il n'y a pas besoin. Mais si tu veux, on peut jeter un autre coup d'œil. Tu vois... Maintenant, on est dans l'œsophage. Il va plus loin... Il n'est pas encore dans l'estomac. Regarde, cette ouverture est l'entrée de l'estomac.<brk>	Now <p>it</p>'s going into the stomach.	Maintenant elle entre dans l'estomac.	Maintenant <p>elle</p> entre dans l'estomac.
But it has to.	 Mais il le doit.	Dr. Gourse? You talked to Dr. Gourse? Yes. He said Lexy is too sick for this to work. This man's blood won't do anything.<brk> But it has to.	 Dr Gurse? Vous avez parlé au Dr Gurse? Oui. Il a dit que Lexy est trop malade pour que ça marche. Le sang de cet homme ne fera rien.<brk>	But <p>it</p> has to.	Mais il le doit.	Mais <p>il</p> le doit.
If it didn't poison her, why prepare it and only drink half a cup?	 S'il ne l'a pas empoisonnée, pourquoi le préparer et ne boire qu'une demi-douce?	What if she knocked it on the way to the pool? A suicidal woman carefully replaces a damaged pot before lowering herself silently into the water? No. The tea. The tea has to hold the key.<brk> If it didn't poison her, why prepare it and only drink half a cup?	 Et si elle l'avait frappé sur le chemin de la piscine? Une femme suicidaire remplace soigneusement un pot endommagé avant de s'abaisser silencieusement dans l'eau? Non. Le thé. Le thé doit tenir la clé.<brk>	If <p>it</p> didn't poison her, why prepare it and only drink half a cup?	S'il ne l'a pas empoisonné, pourquoi le préparer et n'en boire que la moitié ?	S'<p>il</p> ne l'a pas empoisonné, pourquoi le préparer et n'en boire que la moitié ?
But by the next day, it had burned out.	 Mais le jour suivant, il avait brûlé.	Hey! Help! I'm here! I'm still here! All the other students were killed in the crash. I stayed by the fire as long as I could.<brk> But by the next day, it had burned out.	 A l'aide! Je suis là! Je suis toujours là! Tous les autres étudiants ont été tués dans l'accident. Je suis resté près du feu aussi longtemps que possible.<brk>	But by the next day, <p>it</p> had burned out.	Le lendemain, il était éteint.	Le lendemain, <p>il</p> était éteint.
No, they're just pretending to be so that all of you will like them!	 Non, elles font semblant d'être pour que vous les aimiez toutes!	Looks like you won't be getting your lesbian after all. Yeah, we'll see. Can I just say something? I know that you all think you're being all open-minded by electing these two homecoming queens, but I think you all should know they're not really lesbians. Lauren, give me the microphone.<brk> No, they're just pretending to be so that all of you will like them!	 On dirait que tu n'auras pas tes lesbiennes après tout. Ouais, on va voir. Je peux dire quelque chose? Je sais que vous pensez tous que vous êtes ouvert d'esprit en élisant ces deux reines d'accueil, mais je pense que vous devriez tous savoir qu'elles ne sont pas vraiment lesbiennes. Lauren, donne-moi le micro.<brk>	No, <p>they</p>'re just pretending to be so that all of you will like them!	Non, elles prétendent juste l'être Pour être aimées par vous tous !	Non, <p>elles</p> prétendent juste l'être Pour être aimées par vous tous !
I don't think it will kill us until it knows who we are!	 Je ne pense pas qu'elle nous tuera jusqu'à ce qu'elle sache qui nous sommes!	I just don't want those charred bones I saw to be disappointed in me! I... I know what I have to do now! And this is the job we chose. Help me! Put on your hood. As far forward as you can... So that your face is hidden from it.<brk> I don't think it will kill us until it knows who we are!	 Je ne veux pas que ces os carbonisés que j'ai vus soient déçus par moi! Je... Je sais ce que je dois faire maintenant! Et c'est le travail que nous avons choisi. Aide-moi! Mets ta capuche. Aussi loin que tu puisses... Pour que ton visage soit caché.<brk>	I don't think it will kill us until <p>it</p> knows who we are!	Tant qu'il ne sait pas qui on est, il ne devrait pas nous tuer !	Tant qu'<p>il</p> ne sait pas qui on est, il ne devrait pas nous tuer !
May it serve you well.	 Qu'elle vous serve bien.	Although that one there is not bad. That's not an Elf maid. That's funny. This is Orcrist, the Goblin-cleaver. A famous blade... forged by the High Elves of the West, my kin.<brk> May it serve you well.	 Même si celui-là n'est pas mal. Ce n'est pas une bonne de l'Elfe. C'est drôle. C'est de l'Orcriste, le Goblin-cleaver. Une célèbre lame... forgée par les Hauts elfs de l'Ouest, mon parent.<brk>	May <p>it</p> serve you well.	Puisse-t-elle bien vous servir.	Puisse-t-<p>elle</p> bien vous servir.
String theory has always predicted they exist.	 La théorie des cordes a toujours prédit qu'elles existent.	What if something attacks me? Well, you'll just have to be faster than one of us. That creature just got a hell of a lot harder to find. What is this place? Must be some kind of temporal junction.<brk> String theory has always predicted they exist.	 Et si quelque chose m'attaque? Eh bien, tu devras juste être plus rapide que l'un d'entre nous. Cette créature vient de devenir beaucoup plus difficile à trouver. Quel est cet endroit? Il doit y avoir une sorte de carrefour temporel.<brk>	String theory has always predicted <p>they</p> exist.	La théorie a toujours prédit qu'elles existent.	La théorie a toujours prédit qu'<p>elles</p> existent.
And then I just came in, it just wasn't there no more.	 Et puis je viens d'entrer, elle n'était plus là.	Now's a good time to set some ground rules about coming and going. Oh, you know what? That reminds me. Has somebody removed a box of vintage pornography? I had been looking after it, you see.<brk> And then I just came in, it just wasn't there no more.	 C'est le bon moment pour établir des règles de base pour aller et venir. Oh, vous savez quoi? Ça me rappelle. Quelqu'un a enlevé une boîte de pornographie ancienne? Je m'en occupais, vous voyez.<brk>	And then I just came in, <p>it</p> just wasn't there no more.	Et là je regardé...j'étais venu, et elle...elle n'était plus là, tu saisis ?	Et là je regardé...j'étais venu, et <p>elle</p>...elle n'était plus là, tu saisis ?
Never know when they'll need or use it.	 Ne savez jamais quand elles en auront besoin ou quand elles l'utiliseront.	There has got to be something that we can do. This is an Oval Office nightmare now. What do the Russians want with L.A.'s nuclear detection system? The Cold War's heating up. Friend or foe, nations collect intel on each other.<brk> Never know when they'll need or use it.	 Il doit y avoir quelque chose que nous pouvons faire. C'est un cauchemar du bureau ovale maintenant. Que veulent les Russes avec le système de détection nucléaire de L.A.? La guerre froide s'échauffe. Mes amis ou ennemis, les nations collectent des infos les unes sur les autres.<brk>	Never know when <p>they</p>'ll need or use it.	Sans savoir quand elles en auront besoin ou quand elles les utiliseront.	Sans savoir quand <p>elles</p> en auront besoin ou quand elles les utiliseront.
- No, I don't think so. I don't think they can do my job.	 - Non, je ne pense pas. Je ne pense pas qu'elles puissent faire mon travail.	And that's what happened. What does women's lib mean to you? I think they have a lot of good points. Extremely fine points. The abortion laws are ridiculous. The fact that, uh, unequal pay... that's ridiculous. - They're not after your job?<brk> - No, I don't think so. I don't think they can do my job.	 Et c'est ce qui s'est passé. Qu'est-ce que la libération des femmes veut dire pour vous? Je pense qu'elles ont beaucoup de bonnes choses. Des choses extrêmement fines. Les lois sur l'avortement sont ridicules. Le fait que, euh, salaire inégal... c'est ridicule. - Elles ne cherchent pas votre travail?<brk>	- No, I don't think so. I don't think <p>they</p> can do my job.	Non, je ne pense pas qu'elles puissent faire mon job.	Non, je ne pense pas qu'<p>elles</p> puissent faire mon job.
The boy knows where it is.	 Le garçon sait où il est.	Keep it under your bed. 'That's 11 now dead on the Shetland Island of Fetlar.' We need a sample of the vaccine. There's a man in Sheffield, a scientist called Donaldson, get it to him. It's me. The manuscript exists.<brk> The boy knows where it is.	 Gardez-la sous votre lit. C'est 11 maintenant morte sur l'île Shetland de Fetlar. Nous avons besoin d'un échantillon du vaccin. Il y a un homme à Sheffield, un scientifique appelé Donaldson, apporte-lui. C'est moi. Le manuscrit existe.<brk>	The boy knows where <p>it</p> is.	Le garçon sait où il est.	Le garçon sait où <p>il</p> est.
I didn't know it was missing.	 Je ne savais pas qu'il avait disparu.	She knew about the tunnels. The King used them to bring his companions in and out of the palace. Seems I'm not the only one who grew tired of his partnership with you. All right, Your Majesty. You're going to help me find the Knave's heart.<brk> I didn't know it was missing.	 Elle connaissait les tunnels. Le Roi les a utilisés pour faire entrer et sortir ses compagnons du palais. Il semble que je ne sois pas le seul à en avoir eu marre de son partenariat avec vous. Très bien, Votre Majesté. Vous allez m'aider à trouver le coeur du Knave.<brk>	I didn't know <p>it</p> was missing.	Je ne savais pas qu'il avait disparu.	Je ne savais pas qu'<p>il</p> avait disparu.
It's just they've fallen quite randomly, you'd really notice if one was gone?	 C'est juste qu'ils sont tombés plutôt aléatoirement, vous remarqueriez vraiment si une était partie?	Of course, you'll have noticed the money. The Sultanis - a base currency... ..for the heathen ruler of the east. You see, this is how I allow my soldiers to prove their loyalty to me. I toss these Sultanis on the ground before them. And, do you know, the coins are never, ever touched?<brk> It's just they've fallen quite randomly, you'd really notice if one was gone?	 Bien sûr, vous aurez remarqué l'argent. Les Sultanis - une devise de base.....pour le dirigeant païen de l'est. Vous voyez, c'est comme ça que je permets à mes soldats de me prouver leur loyauté. Je jette ces Sultanis sur le terrain avant eux. Et, savez-vous, les pièces ne sont jamais, jamais touchées?<brk>	It's just <p>they</p>'ve fallen quite randomly, you'd really notice if one was gone?	C'est juste qu'elles tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?	C'est juste qu'<p>elles</p> tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?
...they can still maintain enough insecurity to be vulnerable, which is attractive.	... elles peuvent maintenir assez d'insécurité pour être vulnérables, ce qui est séduisant.	It's the in-betweens that are a problem. Right, exactly. Yeah, women under 18 and over 40 are the best at relationships, - 'cause the young ones... - True.<brk> ...they can still maintain enough insecurity to be vulnerable, which is attractive.	 C'est l'entre-deux qui est un problème. Oui, exactement. Oui, les femmes de moins de 18 ans et plus de 40 ans sont les meilleures dans les relations, - parce que les jeunes... - Exact.<brk>	...<p>they</p> can still maintain enough insecurity to be vulnerable, which is attractive.	Elles peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.	<p>Elles</p> peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.
You think it still works?	 Vous pensez qu'il fonctionne encore?	How we made towers to work the weather. But the truth is... one day... it started to snow. And it never stopped. Hey! Is that what I think it is? Weather modification. Never seen one this close.<brk> You think it still works?	 Comment nous avons fait des tours pour faire fonctionner le temps. Mais la vérité c'est qu'un jour, il a commencé à neiger. Et il ne s'est jamais arrêté. C'est ce que je pense qu'il est? La modification du temps. Jamais vu quelqu'un d'aussi près.<brk>	You think <p>it</p> still works?	Vous croyez qu'elle fonctionne encore?	Vous croyez qu'<p>elle</p> fonctionne encore?
