src_en	tgt_fr	src_en_ctx	tgt_fr_ctx	src_en_with_tags	orig_fr	orig_fr_with_tags
Their tears ran of blood, and they had snakes for hair.	 Leurs larmes bourraient de sang, et elles avaient des serpents pour des cheveux.	like the furies coming down to punish orestes. You have no idea what I'm talking about, do you? Was...washe theguy who stabbed out his eyes? God,that's oedipus, you dumbass! The furies are deities of vengeance.<brk> Their tears ran of blood, and they had snakes for hair.	Comme les furies qui tombent pour punir les orestes. Tu n'as aucune idée de ce dont je parle, n'est-ce pas? C'était... la guêve qui a poignardé ses yeux? Mon Dieu, c'est un oedipe, crétin! Les furies sont des dieux de la vengeance.<brk>	Their tears ran of blood, and <p>they</p> had snakes for hair.	Leurs larmes étaient en sang, et elles avaient des serpents à la place des cheveux.	Leurs larmes étaient en sang, et <p>elles</p> avaient des serpents à la place des cheveux.
Well, they hate it when a kid's used like that.	 Elles détestent qu'un enfant soit utilisé comme ça.	You didn't find anything in my room, did you? Just tell me what you know about the riot. Which one of you guys killed my wife? What makes you think it was one of us? How are the women doing after this morning?<brk> Well, they hate it when a kid's used like that.	Vous n'avez rien trouvé dans ma chambre? Dites-moi ce que vous savez sur l'émeute. Quel d'entre vous a tué ma femme? Pourquoi pensez-vous que c'était l'un de nous? Comment vont les femmes après ce matin?<brk>	Well, <p>they</p> hate it when a kid's used like that.	Et bien, elles détestent quand un enfant est utilisé comme ça.	Et bien, <p>elles</p> détestent quand un enfant est utilisé comme ça.
I've decided that this year, it should hang on your tree.	 J'ai décidé que cette année, il devrait être accroché sur votre arbre.	No questions asked. You swear to me? I swear. I'd like to present you all with this star, this... beacon... of Bethlehem. It was handcrafted for the Archdiocese of Boston.<brk> I've decided that this year, it should hang on your tree.	Sans poser de questions. Vous me jurez? Je le jure. J'aimerais vous présenter cette étoile, ce... phare... de Bethléem. Il a été fait à la main pour l'archedièse de Boston.<brk>	I've decided that this year, <p>it</p> should hang on your tree.	J'ai décidé que cette année, elle irait sur votre sapin.	J'ai décidé que cette année, <p>elle</p> irait sur votre sapin.
I was picking his things and it landed on my head.	 Je cueille ses affaires et elle a atterri sur ma tête.	It's best if you come with us. What a pity! You've got a cut! The dove! She threw it out the window.<brk> I was picking his things and it landed on my head.	C'est mieux si tu viens avec nous. Quelle pitié! Tu as une coupe! La colombe! Elle l'a jetée par la fenêtre.<brk>	I was picking his things and <p>it</p> landed on my head.	Je ramassais des affaires et il m'est tombé sur la tête.	Je ramassais des affaires et <p>il</p> m'est tombé sur la tête.
They find out you stole it, they would...	 Elles apprennent que vous l'avez volé, elles seraient...	Let's get started. Helping you find your happiness, saving you... That's what's gonna save me. This isn't your pixie dust, is it? Well, when you think about it, does anyone really own pixie dust? The fairies are quite proprietary about it.<brk> They find out you stole it, they would...	"Commençons. Vous aider à trouver votre bonheur, vous sauver... C'est ce qui va me sauver. Ce n'est pas votre ""pixie dust"", n'est-ce pas? Eh bien, quand on y pense, est-ce qu'il y a quelqu'un qui possède une ""pixie dust""? Les fées en sont propriétaires.<brk>"	<p>They</p> find out you stole it, they would...	Si elles l'apprennent...	Si <p>elles</p> l'apprennent...
I'm really good at fixing it when it freezes.	 Je suis vraiment doué pour le réparer quand il gèle.	Okay, okay. Calm down. First of all, you did the right thing by hiding under this table. Secondly, your man is here. I'm gonna take care of this for us. I've been playing Xbox for years.<brk> I'm really good at fixing it when it freezes.	OK, OK. Calmez-vous. Tout d'abord, vous avez fait ce qu'il fallait en vous cachant sous cette table. Deuxièmement, votre homme est là. Je vais m'en occuper pour nous. Je joue à Xbox depuis des années.<brk>	I'm really good at fixing <p>it</p> when it freezes.	Je suis très doué pour la réparer quand elle plante.	Je suis très doué pour <p>la</p> réparer quand elle plante.
They meet a nice guy, maybe they get more.	 Elles ont un type sympa, peut-être qu'elles en ont plus.	I don't know who's behind it, and I don't want to. My girls... they have good life. They make good money. Legal money. They get nice clothes, apartment.<brk> They meet a nice guy, maybe they get more.	Je ne sais pas qui est derrière, et je ne veux pas. Mes filles... elles ont une belle vie. Elles se font de l'argent. De l'argent légal. Elles se font de beaux vêtements, un appartement.<brk>	<p>They</p> meet a nice guy, maybe they get more.	Elles rencontrent des mecs sympas, elles peuvent même avoir plus.	<p>Elles</p> rencontrent des mecs sympas, elles peuvent même avoir plus.
- Mmm. - What, you didn't... Know it was missing?	 - Humm. - Quoi, vous ne saviez pas qu'elle avait disparu?	- Ah, yes, the vehicle that you mentioned on the phone. You see, it makes a great deal of financial sense for me to buy a car of that price and then to ship it home. I'm head of the division of economic affairs, so you'll forgive me if I take a little pride in knowing how to strike a bargain. I'm not sure how you're gonna feel about your bargain now. That's my car?<brk> - Mmm. - What, you didn't... Know it was missing?	- Ah, oui, le véhicule dont vous avez parlé au téléphone. Vous voyez, il est très logique pour moi d'acheter une voiture à ce prix et de la ramener chez moi. Je suis chef de la division des affaires économiques, donc vous me pardonnerez si je suis un peu fier de savoir faire un pacte. Je ne suis pas sûr de ce que vous allez ressentir de votre pacte maintenant. C'est ma voiture?<brk>	- Mmm. - What, you didn't... Know <p>it</p> was missing?	Vous ne saviez pas qu'elle avait disparu ?	Vous ne saviez pas qu'<p>elle</p> avait disparu ?
Especially if it has fresh mozzarella.	 Surtout s'il a du mozzarella frais.	Yeah, that's... Real admirable. You know what? I'm gonna run that 5k, and when I win, I'll be celebrating in my poolside cabana with a big ol' Denver omelet to keep me company. A Denver omelet might actually be better company.<brk> Especially if it has fresh mozzarella.	Oui, c'est... Vraiment admirable. Tu sais quoi? Je vais courir cette 5k, et quand je gagnerai, je célébrerai dans ma cabine à côté de la piscine avec un bon vieux omelet de Denver pour me garder en compagnie. Un omelet de Denver pourrait en fait être mieux en compagnie.<brk>	Especially if <p>it</p> has fresh mozzarella.	Surtout si elle a de la mozzarella fraiche.	Surtout si <p>elle</p> a de la mozzarella fraiche.
Yes, it's in the infirmary already.	 Oui, il est déjà dans l'infirmerie.	Rose, it'd be good it this week you could pay her special attention. - Look after her a lot. -Okay. Any questions? Have we got her report?<brk> Yes, it's in the infirmary already.	Rose, ça ferait bien de lui prêter attention cette semaine. - Prends soin d'elle beaucoup. - D'accord. Des questions? On a son rapport?<brk>	Yes, <p>it</p>'s in the infirmary already.	Oui, il est à l'infirmerie.	Oui, <p>il</p> est à l'infirmerie.
And that it ran off before we all got a go.	 Et qu'il s'est enfui avant qu'on n'y fasse.	True. Did you mention we stole a horse? Yes. Good. You mustn't tell lies.<brk> And that it ran off before we all got a go.	C'est vrai. Vous avez dit qu'on a volé un cheval? Oui. Bien. Vous ne devez pas mentir.<brk>	And that <p>it</p> ran off before we all got a go.	Et qu'il s'est sauvé avant qu'on ait tous fait un tour.	Et qu'<p>il</p> s'est sauvé avant qu'on ait tous fait un tour.
Yeah, they're graphic.	 Oui, elles sont graphiques.	The dancer guy? - I don't know why I said that. - I don't either. Folks, we need you to look at some photographs, but I will warn you, they are a little bit graphic. Oh, heavens. I apologise.<brk> Yeah, they're graphic.	Le danseur? - Je ne sais pas pourquoi j'ai dit ça. - Moi non plus. Regardez ces photos, mais je vous préviens, elles sont un peu graphiques. Mon Dieu, je m'excuse.<brk>	Yeah, <p>they</p>'re graphic.	Ouais, elles sont explicites.	Ouais, <p>elles</p> sont explicites.
Look, I don't know about any of that, but here it ain't.	 Ecoute, je ne sais rien de tout ça, mais pas ici.	I don't know. And you will, bro. No. Truth is, I'm a pariah in the financial world. My name is ruined.<brk> Look, I don't know about any of that, but here it ain't.	Je sais pas. Et tu le feras, mon frère. Non. La vérité, c'est que je suis un paria dans le monde financier. Mon nom est ruiné.<brk>	Look, I don't know about any of that, but here <p>it</p> ain't.	Ecoute, je ne sais rien à propos de ça, mais ici il ne l'est pas.	Ecoute, je ne sais rien à propos de ça, mais ici <p>il</p> ne l'est pas.
They say they didn't leave the house until school next morning.	 Ils disent qu'ils n'ont pas quitté la maison avant l'école le lendemain matin.	Miller - family. Who are they and where were they? Beth had Chloe, their eldest daughter, when she was 15. Mark was 17. Mum and daughter were at home watching telly.<brk> They say they didn't leave the house until school next morning.	Miller - la famille. Qui sont-ils et où étaient-ils? Beth avait Chloé, leur fille aînée, quand elle avait 15 ans. Mark avait 17 ans. Maman et fille étaient à la maison à regarder le téléviseur.<brk>	<p>They</p> say they didn't leave the house until school next morning.	Elles  ont dit qu'elles n'avaient pas quitté la maison avant le matin.	<p>Elles</p>  ont dit qu'elles n'avaient pas quitté la maison avant le matin.
But it burnt down.	 Mais il a brûlé.	This clever lady has contrived a most intricate problem. I have been admiring the house. I thank you. It was built by my husband's greatgrandfather. There was an Elizabethan manor before.<brk> But it burnt down.	Cette dame a trouvé un problème très complexe. J'admire la maison. Je vous remercie. Elle a été construite par l'arrière-grand-père de mon mari. Il y avait un manoir élizabéthaien avant.<brk>	But <p>it</p> burnt down.	Mais il a brûlé.	Mais <p>il</p> a brûlé.
Unlike solo vigilantes, they're working in concert and they're planning and executing coordinated attacks.	 Contrairement aux vigilants en solo, ils travaillent en concert et ils préparent et exécutent des attaques coordonnées.	We need to give the profile. We believe that these unsubs are two women who are killing people convicted of heinous crimes. You son of a bitch! You son of a bitch! He'll be out in 10 years.<brk> Unlike solo vigilantes, they're working in concert and they're planning and executing coordinated attacks.	Nous devons donner le profil. Nous pensons que ces non-déposées sont deux femmes qui tuent des gens reconnus coupables de crimes odieux. Vous êtes une salope! Vous êtes une salope! Il sortira dans 10 ans.<brk>	Unlike solo vigilantes, <p>they</p>'re working in concert and they're planning and executing coordinated attacks.	A la différence des vengeurs solitaires, elles travaillent de concert et elles prévoient et exécutent des attaques coordonnées.	A la différence des vengeurs solitaires, <p>elles</p> travaillent de concert et elles prévoient et exécutent des attaques coordonnées.
Because, believe me, they won't last two days in a Mexican prison.	 Parce que, crois-moi, elles ne durent pas deux jours dans une prison mexicaine.	Come on, man. This is your chance to be the hero. - I don't know, David. - Don't do it for me. Don't even do it for you. Do it for the girls. For Rose and Casey.<brk> Because, believe me, they won't last two days in a Mexican prison.	Allez, mec. C'est ta chance d'être le héros. - Je ne sais pas, David. - Fais pas ça pour moi. Fais-le même pour toi. Fais-le pour les filles. Pour Rose et Casey.<brk>	Because, believe me, <p>they</p> won't last two days in a Mexican prison.	Elles tiendront pas deux jours dans une prison mexicaine.	<p>Elles</p> tiendront pas deux jours dans une prison mexicaine.
Now it's going into the stomach.	 Maintenant, il va dans l'estomac.	There's no need. But if you like, we can take another look. See... Now we're in the esophagus. It's going further... It's not yet in the stomach. Look, this opening is the entry to the stomach.<brk> Now it's going into the stomach.	Il n'y a pas besoin. Mais si vous voulez, on peut y jeter un autre coup d'œil. Vous voyez... Maintenant, on est dans l'œsophage. Ça va encore plus loin... Ça n'est pas encore dans l'estomac. Regardez, cette ouverture est l'entrée de l'estomac.<brk>	Now <p>it</p>'s going into the stomach.	Maintenant elle entre dans l'estomac.	Maintenant <p>elle</p> entre dans l'estomac.
But it has to.	 Mais il le fera.	Dr. Gourse? You talked to Dr. Gourse? Yes. He said Lexy is too sick for this to work. This man's blood won't do anything.<brk> But it has to.	Dr. Gourse? Tu as parlé au Dr. Gourse? Oui. Il a dit que Lexy était trop malade pour que ça marche. Le sang de cet homme ne fera rien.<brk>	But <p>it</p> has to.	Mais il le doit.	Mais <p>il</p> le doit.
If it didn't poison her, why prepare it and only drink half a cup?	 S'il ne l'a pas empoisonnée, pourquoi le préparer et ne boire que une demi-casserole?	What if she knocked it on the way to the pool? A suicidal woman carefully replaces a damaged pot before lowering herself silently into the water? No. The tea. The tea has to hold the key.<brk> If it didn't poison her, why prepare it and only drink half a cup?	Et si elle l'a frappée sur le chemin de la piscine? Une femme suicidaire remplace soigneusement un pot endommagé avant de se baisser doucement dans l'eau? Non. Le thé. Le thé doit tenir la clé.<brk>	If <p>it</p> didn't poison her, why prepare it and only drink half a cup?	S'il ne l'a pas empoisonné, pourquoi le préparer et n'en boire que la moitié ?	S'<p>il</p> ne l'a pas empoisonné, pourquoi le préparer et n'en boire que la moitié ?
But by the next day, it had burned out.	 Mais le lendemain, il s'est éteint.	Hey! Help! I'm here! I'm still here! All the other students were killed in the crash. I stayed by the fire as long as I could.<brk> But by the next day, it had burned out.	Hé! A l'aide! Je suis là! Je suis toujours là! Tous les autres étudiants ont été tués dans l'accident. Je suis resté près du feu aussi longtemps que possible.<brk>	But by the next day, <p>it</p> had burned out.	Le lendemain, il était éteint.	Le lendemain, <p>il</p> était éteint.
No, they're just pretending to be so that all of you will like them!	 Non, elles font juste semblant d'être comme ça pour que vous tous les aimeriez!	Looks like you won't be getting your lesbian after all. Yeah, we'll see. Can I just say something? I know that you all think you're being all open-minded by electing these two homecoming queens, but I think you all should know they're not really lesbians. Lauren, give me the microphone.<brk> No, they're just pretending to be so that all of you will like them!	On dirait que tu ne seras pas lesbien après tout. Ouais, on verra. Je peux dire quelque chose? Je sais que vous pensez tous être ouverts d'esprit en électant ces deux reines d'Afrique, mais je pense que vous devriez tous savoir qu'elles ne sont pas vraiment lesbiennes. Lauren, donne-moi le micro.<brk>	No, <p>they</p>'re just pretending to be so that all of you will like them!	Non, elles prétendent juste l'être Pour être aimées par vous tous !	Non, <p>elles</p> prétendent juste l'être Pour être aimées par vous tous !
I don't think it will kill us until it knows who we are!	 Je ne pense pas qu'il nous tue tant qu'il ne sait pas qui nous sommes!	I just don't want those charred bones I saw to be disappointed in me! I... I know what I have to do now! And this is the job we chose. Help me! Put on your hood. As far forward as you can... So that your face is hidden from it.<brk> I don't think it will kill us until it knows who we are!	Je ne veux pas que ces os bourrés que j'ai vu soient déçus par moi! Je... Je sais ce que je dois faire maintenant! Et c'est le travail que nous avons choisi. Aidez-moi! Mettez votre capuche. Aussi loin que vous pourrez... Pour que votre visage soit caché devant elle.<brk>	I don't think it will kill us until <p>it</p> knows who we are!	Tant qu'il ne sait pas qui on est, il ne devrait pas nous tuer !	Tant qu'<p>il</p> ne sait pas qui on est, il ne devrait pas nous tuer !
May it serve you well.	 Qu'elle vous serve bien.	Although that one there is not bad. That's not an Elf maid. That's funny. This is Orcrist, the Goblin-cleaver. A famous blade... forged by the High Elves of the West, my kin.<brk> May it serve you well.	Même si celui-là n'est pas mauvais. Ce n'est pas une bonne Elf. C'est marrant. C'est Orcrist, le balayeur de Goblin. Une célèbre lame... forgée par les Hauts elfes de l'Ouest, mes parents.<brk>	May <p>it</p> serve you well.	Puisse-t-elle bien vous servir.	Puisse-t-<p>elle</p> bien vous servir.
String theory has always predicted they exist.	 La théorie des cordes a toujours prédit qu'ils existent.	What if something attacks me? Well, you'll just have to be faster than one of us. That creature just got a hell of a lot harder to find. What is this place? Must be some kind of temporal junction.<brk> String theory has always predicted they exist.	Et si quelque chose m'a attaqué? Eh bien, il faudra juste être plus rapide que l'un de nous. Cette créature a juste eu beaucoup plus de mal à trouver. Quel est cet endroit? Ce doit être une sorte de junction temporelle.<brk>	String theory has always predicted <p>they</p> exist.	La théorie a toujours prédit qu'elles existent.	La théorie a toujours prédit qu'<p>elles</p> existent.
And then I just came in, it just wasn't there no more.	 Et puis je suis entrée, elle n'était plus là.	Now's a good time to set some ground rules about coming and going. Oh, you know what? That reminds me. Has somebody removed a box of vintage pornography? I had been looking after it, you see.<brk> And then I just came in, it just wasn't there no more.	C'est l'heure d'établir des règles de base pour aller et venir. Vous savez quoi? Ça me rappelle quelque chose. Quelqu'un a-t-il enlevé une boîte de pornographie vintage? Je m'en étais occupée, vous voyez.<brk>	And then I just came in, <p>it</p> just wasn't there no more.	Et là je regardé...j'étais venu, et elle...elle n'était plus là, tu saisis ?	Et là je regardé...j'étais venu, et <p>elle</p>...elle n'était plus là, tu saisis ?
Never know when they'll need or use it.	 Elles ne savent jamais quand elles en auront besoin.	There has got to be something that we can do. This is an Oval Office nightmare now. What do the Russians want with L.A.'s nuclear detection system? The Cold War's heating up. Friend or foe, nations collect intel on each other.<brk> Never know when they'll need or use it.	Il doit y avoir quelque chose que nous puissions faire. C'est un cauchemar de bureau ovale maintenant. Qu'est-ce que veulent les Russes avec le système de détection nucléaire de Los Angeles? La guerre froide se réchauffe. amis ou ennemis, les nations recueillent des infos sur les uns sur les autres.<brk>	Never know when <p>they</p>'ll need or use it.	Sans savoir quand elles en auront besoin ou quand elles les utiliseront.	Sans savoir quand <p>elles</p> en auront besoin ou quand elles les utiliseront.
- No, I don't think so. I don't think they can do my job.	 - Non, je ne crois pas. Je ne crois pas qu'elles puissent faire mon travail.	And that's what happened. What does women's lib mean to you? I think they have a lot of good points. Extremely fine points. The abortion laws are ridiculous. The fact that, uh, unequal pay... that's ridiculous. - They're not after your job?<brk> - No, I don't think so. I don't think they can do my job.	Et c'est ce qui est arrivé. Qu'est-ce que la lib des femmes vous signifie? Je pense qu'elles ont beaucoup de bons points. De très bons points. Les lois sur l'avortement sont ridicules. Le fait que, euh, un salaire inégal... c'est ridicule. - Elles ne cherchent pas ton travail?<brk>	- No, I don't think so. I don't think <p>they</p> can do my job.	Non, je ne pense pas qu'elles puissent faire mon job.	Non, je ne pense pas qu'<p>elles</p> puissent faire mon job.
The boy knows where it is.	 Le garçon sait où il est.	Keep it under your bed. 'That's 11 now dead on the Shetland Island of Fetlar.' We need a sample of the vaccine. There's a man in Sheffield, a scientist called Donaldson, get it to him. It's me. The manuscript exists.<brk> The boy knows where it is.	Gardez-le sous votre lit. C'est 11 morts sur l'île de Shetland de Fetlar. Il nous faut un échantillon du vaccin. Il y a un homme à Sheffield, un savant nommé Donaldson, apporte-le-lui. C'est moi. Le manuscrit existe.<brk>	The boy knows where <p>it</p> is.	Le garçon sait où il est.	Le garçon sait où <p>il</p> est.
I didn't know it was missing.	 Je ne savais pas qu'il avait disparu.	She knew about the tunnels. The King used them to bring his companions in and out of the palace. Seems I'm not the only one who grew tired of his partnership with you. All right, Your Majesty. You're going to help me find the Knave's heart.<brk> I didn't know it was missing.	Elle connaissait les tunnels. Le roi s'en servait pour faire entrer et sortir ses compagnons du palais. Je ne suis pas le seul à en avoir eu assez de son partenariat avec vous. D'accord, Votre Majesté. Vous allez m'aider à trouver le coeur du Knave.<brk>	I didn't know <p>it</p> was missing.	Je ne savais pas qu'il avait disparu.	Je ne savais pas qu'<p>il</p> avait disparu.
It's just they've fallen quite randomly, you'd really notice if one was gone?	 C'est juste qu'elles sont tombées de manière aléatoire, vous remarqueriez vraiment si une était partie?	Of course, you'll have noticed the money. The Sultanis - a base currency... ..for the heathen ruler of the east. You see, this is how I allow my soldiers to prove their loyalty to me. I toss these Sultanis on the ground before them. And, do you know, the coins are never, ever touched?<brk> It's just they've fallen quite randomly, you'd really notice if one was gone?	Bien sûr, vous aurez remarqué l'argent. Les Sultanis - une monnaie de base.....pour le dirigeant heathène de l'Est. Vous voyez, c'est comme ça que j'autorise mes soldats à me prouver leur loyauté. Je jette ces Sultanis sur le terrain avant eux. Et, savez-vous, les pièces ne sont jamais, jamais touchées?<brk>	It's just <p>they</p>'ve fallen quite randomly, you'd really notice if one was gone?	C'est juste qu'elles tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?	C'est juste qu'<p>elles</p> tombent tout à fait aléatoirement, vous remarqueriez réellement, s'il en manquait une ?
...they can still maintain enough insecurity to be vulnerable, which is attractive.	...elles peuvent encore maintenir assez d'insécurité pour être vulnérables, ce qui est séduisant.	It's the in-betweens that are a problem. Right, exactly. Yeah, women under 18 and over 40 are the best at relationships, - 'cause the young ones... - True.<brk> ...they can still maintain enough insecurity to be vulnerable, which is attractive.	Ce sont les entre-deux qui sont un problème. Oui, exactement. Oui, les femmes de moins de 18 ans et plus de 40 ans sont les meilleures en relations, - parce que les jeunes... - C'est vrai.<brk>	...<p>they</p> can still maintain enough insecurity to be vulnerable, which is attractive.	Elles peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.	<p>Elles</p> peuvent toujours maintenir assez d'insécurité pour être vulnérables ce qui est attirant.
You think it still works?	 Vous pensez qu'il fonctionne encore?	How we made towers to work the weather. But the truth is... one day... it started to snow. And it never stopped. Hey! Is that what I think it is? Weather modification. Never seen one this close.<brk> You think it still works?	Comment on a fait des tours pour faire fonctionner la météo. Mais la vérité est... qu'un jour... il a commencé à neiger. Et ça ne s'est jamais arrêté. Hey! Est ce que je pense que c'est? modification du temps. J'en ai jamais vu un aussi près.<brk>	You think <p>it</p> still works?	Vous croyez qu'elle fonctionne encore?	Vous croyez qu'<p>elle</p> fonctionne encore?
