example_idx	token_idx	token	probability	contrast_prob	pcxmi	kl_divergence	is_supporting_context	is_context_sensitive	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_curr_attr	is_correct
1	2	▁tension	0.9408388733863832	0.9507689476013184	0.0151471551507711	0.0077095823362469	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003462625900283	0.001273124711588	0.0016011511906981	0.0024693505838513	0.0053454441949725	0.0964894741773605	0.0489471107721328	0.641035795211792	0.1007003188133239	0.1128273382782936	0
1	3	▁ont	0.1763253509998321	0.4782857000827789	1.439632773399353	0.4002298712730407	0	0	0.0	1.0	0.1273041665554046	2.0	0.1863554567098617	5.0	0.3220551311969757	14.0	0.3872249722480774	181.0	0.0	0.0015689183492213	0.0010414693970233	0.0041381851769983	0.0031851809471845	0.0064028943888843	0.1305576115846634	0.0783637538552284	0.4634645879268646	0.1075296550989151	0.2200843691825866	0
1	4	-	0.9969918727874756	0.9963983297348022	-0.0008591414080001	0.0003476302954368	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004693369264714	0.0013476125895977	0.0034794262610375	0.0019615180790424	0.0053185163997113	0.0844260901212692	0.0635776668787002	0.212164893746376	0.0732112824916839	0.5666201710700989	0
1	5	ils	0.8882423639297485	0.9524329900741576	0.1006641909480094	0.0352484881877899	0	1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.035009354352951	2.0	0.0	0.0003403819573577	0.000647077569738	0.0008731611305847	0.0010891419369727	0.0025836436543613	0.5144781470298767	0.1083866357803344	0.112292431294918	0.0822905153036117	0.182552307844162	0
1	6	▁tenu	0.2505157887935638	0.2218537926673889	-0.1752923280000686	0.125942051410675	0	0	0.0	1.0	0.0162964966148138	2.0	0.0576900467276573	5.0	0.1044008806347847	26.0	0.1203202083706855	1213.0	0.0	0.0005365463439375	0.0015457503031939	0.0038565446157008	0.0057046990841627	0.0031850836239755	0.1025039106607437	0.0702786743640899	0.2976589500904083	0.0756706073880195	0.4538879096508026	0
1	7	?	0.3548943698406219	0.3500437140464782	-0.0198545306921005	0.0026845508255064	0	0	0.0	1.0	0.0	1.0	0.0	1.0	1.260591670870781e-05	2.0	1.260591670870781e-05	2.0	0.0	0.0004291487857699	0.0025400861632078	0.0050761988386511	0.0050649279728531	0.0046382155269384	0.0720017701387405	0.070563293993473	0.1470104157924652	0.0496063940227031	0.6608179807662964	0
1	8	</s>	0.9874663949012756	0.9874825477600098	2.3561815396533348e-05	0.0002192420070059	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0009014337556436	0.0011737125460058	0.0036903666332364	0.0026297559961676	0.0021893098019063	0.0945088118314743	0.1458238661289215	0.134504035115242	0.0583645701408386	0.5667986869812012	0
2	0	▁Comment	0.8479791283607483	0.655842661857605	-0.3706790208816528	0.1246545910835266	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0623613558709621	1.0	0.1198279038071632	3.0	0.0	5.475243597174995e-06	1.915582834044472e-05	1.307278944295831e-05	3.233164534321986e-05	0.0004888331168331	0.2606965005397796	0.1326931267976761	0.4329186677932739	0.1736916452646255	0.0	1
2	1	▁te	0.1400573402643203	0.2552826702594757	0.8660779595375061	0.2890182137489319	0	0	0.403948575258255	1.0	0.4226600527763366	1.0	0.333715945482254	3.0	0.2930105626583099	4.0	0.303397923707962	10.0	0.0	0.0004657416138797	0.0018711173906922	0.0023275995627045	0.0029766256920993	0.0046122879721224	0.1071867942810058	0.0551726557314395	0.5698158144950867	0.1515455543994903	0.116279199719429	1
2	2	▁h	0.9997350573539734	0.9996155500411988	-0.0001724882895359	6.18276244495064e-05	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0006181144271977	0.0007637304952368	0.0013397422153502	0.0017917909426614	0.0034530125558376	0.0876048356294632	0.018439270555973	0.6609386205673218	0.1635289639234542	0.069488376379013	1
2	3	ante	0.5658813118934631	0.5442011952400208	-0.0563593842089176	0.0028133913874626	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0010817963629961	2.0	0.0010817963629961	2.0	0.0	0.000546206429135	0.0014658034779131	0.0009605936938896	0.0010635773651301	0.0027812679763883	0.1017916798591613	0.0216484535485506	0.5247696042060852	0.1449091583490371	0.2068811357021331	1
2	4	-	0.6696834564208984	0.614719033241272	-0.1235521510243415	0.0066305957734584	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0065154954791069	2.0	0.0065154954791069	2.0	0.0	0.000731520645786	0.0006866937037557	0.003043663688004	0.0017748893005773	0.002962814643979	0.0524675846099853	0.0247379820793867	0.2534644901752472	0.0809945464134216	0.588335394859314	1
2	5	t	0.980666995048523	0.9829154014587402	0.0033039553090929	0.0054851081222295	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.000386185478419	0.000211593665881	0.0007629430037923	0.0006984932697378	0.0011104934383183	0.0279738865792751	0.0235677547752857	0.1332460045814514	0.0391130894422531	0.7760992646217346	1
2	6	-	0.9233753085136414	0.9314179420471193	0.0125114861875772	0.0005559850833378	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008433772018179	0.0017644721083343	0.0017544593429192	0.0023335195146501	0.0009900525910779	0.0483050271868705	0.018701933324337	0.1190654262900352	0.0333886817097663	0.7805389165878296	1
2	7	elle	0.8676647543907166	0.9820712208747864	0.1786899119615554	0.1594044715166092	0	1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1592960059642791	2.0	0.0	0.0003198000777047	0.0002353188901906	0.0006424691528081	0.0007918247720226	0.0015931928064674	0.3917884230613708	0.1182378828525543	0.1786202043294906	0.1321815848350525	0.1791719794273376	1
2	8	?	0.1532033383846283	0.1299818605184555	-0.2371374368667602	0.0054001212120056	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0024051088839769	2.0	0.0	0.0004694939125329	0.0015923411119729	0.0023935395292937	0.0040752422064542	0.0029208390042185	0.0694627091288566	0.0572512298822402	0.2811641097068786	0.0893811509013176	0.502740740776062	1
2	9	</s>	0.9919519424438475	0.9913911819458008	-0.0008158269338309	0.0004578652442432	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0006275037885643	0.0006693905452266	0.0009255815530195	0.0006122845225036	0.0013064686208963	0.0692710503935813	0.0604405812919139	0.2420715093612671	0.0881134793162345	0.5401033163070679	1
3	0	▁On	0.3360473811626434	0.472910463809967	0.4929023385047912	0.3016213178634643	0	0	0.0	1.0	0.0	1.0	0.310295045375824	2.0	0.3073765933513641	3.0	0.3073765933513641	4.0	0.0	4.549895948002813e-06	5.723472895624582e-06	3.1070030672708526e-05	0.0001035903696902	0.0002745645178947	0.1939257383346557	0.1929773986339569	0.4298911690711975	0.1832056641578674	0.0	1
3	1	▁dirait	0.982954204082489	0.9838339686393738	0.0012907050549983	0.0010692605283111	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0012772568734362	0.0013820998137816	0.0035302522592246	0.0035517010837793	0.0035538095980882	0.1489196121692657	0.1207400187849998	0.3359072804450989	0.1166871860623359	0.2777458429336548	1
3	2	▁qu	0.9664780497550964	0.9704450964927672	0.0059096300974488	0.0014413292519748	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002736339229159	0.0005462257540784	0.0014182535232976	0.0024611100088804	0.0072867283597588	0.0682873278856277	0.0358424931764602	0.1440866440534591	0.0527766682207584	0.6990067958831787	1
3	3	'	0.9988859295845032	0.9992144107818604	0.000474320113426	0.0001044516538968	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002422185934847	0.0010069718118757	0.0006428882479667	0.0004902959917671	0.0003304748679511	0.2391863018274307	0.0685637518763542	0.1898479014635086	0.1036268025636673	0.3987752795219421	1
3	4	il	0.7039322853088379	0.9865579009056092	0.4869670271873474	0.709752082824707	0	1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.7085871696472168	2.0	0.0	0.0003607403486967	0.0009241609950549	0.0015069362707436	0.0009119356400333	0.0039129313081502	0.573866605758667	0.0521896108984947	0.1583040803670883	0.1001655608415603	0.1154742464423179	1
3	5	▁n	0.9408999681472778	0.9213321208953856	-0.0303200930356979	0.0084658991545438	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.000362706836313	0.0028626499697566	0.0028872161637991	0.0033281589858233	0.0045043127611279	0.1559097021818161	0.0347451046109199	0.4285367429256439	0.1740183681249618	0.2067900002002716	1
3	6	'	0.998968243598938	0.999472677707672	0.0007282723090611	0.000289368617814	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008950356859713	0.0005394594627432	0.0007578246295452	0.002447688486427	0.0015680100768804	0.1205808222293853	0.0532874204218387	0.1779273897409439	0.0810224711894989	0.5671819448471069	1
3	7	a	0.9949350953102112	0.9931227564811708	-0.0026303110644221	0.001066071097739	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.000220064073801	0.0004730593063868	0.0028449678793549	0.0027284638490527	0.0026127444580197	0.1060399189591407	0.0369824096560478	0.3400166034698486	0.1228786036372184	0.3940824866294861	1
3	8	▁jamais	0.9656479358673096	0.9658862352371216	0.0003559619945008	0.0011693839915096	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0005263645434752	0.000559214502573	0.001169585622847	0.0027282354421913	0.0018074507825076	0.1296701729297638	0.0317557305097579	0.4180220365524292	0.1247943118214607	0.2957577109336853	1
3	9	▁bou	0.9455761909484864	0.9666581153869628	0.0318120531737804	0.0128313023597002	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	5.619659350486472e-05	0.0017355370800942	0.0015491545200347	0.00768882362172	0.0074399746954441	0.1061976775527	0.0295001007616519	0.3713189959526062	0.117079846560955	0.375903308391571	1
3	10	gé	0.9945989847183228	0.9872167706489564	-0.0107479924336075	0.0028342409059405	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002075161901302	0.0003327899612486	0.0005978244589641	0.0005376040935516	0.0016391795361414	0.0727902874350547	0.024199228733778	0.1260648965835571	0.0559617951512336	0.7209838032722473	1
3	11	.	0.9614375233650208	0.9636954069137572	0.0033841128461062	0.0005584098398685	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	8.227067883126438e-05	0.001445671194233	0.0009302353137172	0.0006837849505245	0.0018809223547577	0.0894207805395126	0.0354179590940475	0.1086671575903892	0.0466002486646175	0.7198938131332397	1
3	12	</s>	0.9978010058403016	0.997431218624115	-0.0005347669357433	7.78714893385768e-05	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004539907095022	0.0016619141679257	0.0002819218789227	0.0016948248958215	0.0002220152528025	0.1987586319446563	0.1324295252561569	0.0900404527783393	0.078407846391201	0.5003635883331299	1
4	0	▁Quand	0.3765304386615753	0.3965158760547638	0.0746121704578399	0.6266288757324219	0	0	0.0	1.0	0.0	1.0	0.9637503027915956	2.0	0.7398405075073242	4.0	0.6600693464279175	12.0	0.0	7.769514013489243e-06	1.2806196536985226e-05	4.46493795607239e-05	8.226056525018066e-05	0.000475109933177	0.1604480743408203	0.2359489649534225	0.4772611856460571	0.1263417452573776	0.0	1
4	1	▁elles	0.0288321431726217	0.9831425547599792	5.091650485992432	4.601802825927734	0	1	4.661299228668213	1.0	4.661299228668213	1.0	4.661299228668213	1.0	4.661299228668213	1.0	4.661299228668213	1.0	0.0	0.0066944742575287	0.0017757273744791	0.0037070144899189	0.0013891602866351	0.0098359920084476	0.2629227340221405	0.1472812592983245	0.2932310998439789	0.0725584477186203	0.2240064144134521	1
4	2	▁n	0.6405690312385559	0.5411501526832581	-0.2433250993490219	0.0257908459752798	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.024468258023262	2.0	0.024468258023262	2.0	0.0	0.0028467930387705	0.0052875662222504	0.007103010546416	0.0051074363291263	0.0033759605139493	0.1264107525348663	0.0779320448637008	0.42417773604393	0.0972668752074241	0.2742125988006592	1
4	3	'	0.9938254356384276	0.9970743656158448	0.0047086495906114	0.0014789847191423	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0017696165014058	0.0012333164922893	0.0008527108002454	0.0013896368909627	0.0021047331392765	0.2263121306896209	0.1414793133735656	0.2007019966840744	0.0836712419986724	0.3478353023529053	1
4	4	ont	0.9837831854820251	0.9623497128486632	-0.0317790992558002	0.0248236767947673	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0006570676341652	0.0007768051000311	0.0016428001690655	0.0017231001984328	0.0019168171565979	0.1243432536721229	0.1056129783391952	0.2815027236938476	0.0621599294245243	0.4263810813426971	1
4	5	▁jamais	0.7813705205917358	0.7292637228965759	-0.0995661243796348	0.0085053220391273	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0084128975868225	2.0	0.0	0.0010379578452557	0.0012958574807271	0.0091303121298551	0.0050199846737086	0.0050621144473552	0.1030777245759964	0.1244385987520217	0.4199668169021606	0.0843678340315818	0.2681490778923034	1
4	6	▁quitté	0.9809345602989196	0.9863358736038208	0.0079220775514841	0.001522411359474	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0012536812573671	0.0021186529193073	0.002936830278486	0.0016676825471222	0.0022845058701932	0.0961395874619484	0.0616893991827964	0.3688251078128814	0.0709990039467811	0.4023468792438507	1
4	7	▁la	0.9895892143249512	0.991200625896454	0.0023473219480365	0.0007678605034016	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.001038639456965	0.0013825482456013	0.0012796139344573	0.0015362522099167	0.0015796249499544	0.0901985988020896	0.0469445288181304	0.3047309815883636	0.0710878297686576	0.4870380461215973	1
4	8	▁prison	0.9995546936988832	0.999756395816803	0.0002911099873017	0.0001130189557443	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002628327056299	0.0004110565059818	0.0005681557813659	0.0003539760655257	0.0006740239914506	0.0849757567048072	0.0466840006411075	0.4810663759708404	0.1038898378610611	0.2833840548992157	1
4	9	.	0.8029048442840576	0.7125355005264282	-0.1722671091556549	0.0481521040201187	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0463745817542076	3.0	0.0	0.0007432289421558	0.0013590144226327	0.0010362337343394	0.002485331846401	0.0054487073794007	0.0878499299287796	0.0798028707504272	0.1198854148387909	0.0335444919764995	0.6789173483848572	1
4	10	</s>	0.9949665665626526	0.9940872192382812	-0.0012755471980199	0.0002881787077058	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004056835896335	0.0015702913515269	0.0012397727696225	0.0014068912714719	0.0006455208640545	0.0847186297178268	0.0847150981426239	0.1237031891942024	0.0319811142981052	0.6748819947242737	1
5	0	▁Apparemment	0.8240898251533508	0.9614251255989076	0.2223729491233825	0.2406201064586639	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1500532031059265	2.0	0.0	2.412327376077883e-06	1.387045358569594e-06	1.339480786555214e-05	3.844181628664956e-05	0.0001790368842193	0.0959839969873428	0.0744050294160842	0.7730681896209717	0.0565428361296653	0.0	1
5	1	,	0.936942994594574	0.8687602877616882	-0.1090030968189239	0.1835238337516784	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1043670922517776	1.0	0.0	0.0019037961028516	0.0016269022598862	0.0017068465240299	0.0021431599743664	0.0038932703901082	0.0991621688008308	0.0818160027265548	0.4378182291984558	0.0487863719463348	0.332417219877243	1
5	2	▁elle	0.0552708692848682	0.971062958240509	4.134973526000977	3.2357094287872314	0	1	3.2603721618652344	1.0	3.2603721618652344	1.0	3.2603721618652344	1.0	3.2603721618652344	1.0	3.2603721618652344	1.0	0.0	0.0005185117479413	0.0006192782893776	0.0015257579507306	0.0008559793932363	0.0053641963750123	0.3372259140014648	0.0937836244702339	0.3201539218425751	0.0791874602437019	0.1696490496397018	1
5	3	▁n	0.6620852947235107	0.7267311215400696	0.1344046145677566	0.0126145053654909	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0105897337198257	2.0	0.0105897337198257	2.0	0.0	0.0054313018918037	0.0049542291089892	0.0089708687737584	0.0041641634888947	0.0039909165352582	0.1385614722967147	0.0560892336070537	0.4778529405593872	0.0691219344735145	0.2583744823932647	1
5	4	'	0.9964285492897034	0.9974696636199952	0.0015065805055201	0.0002468931197654	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003672512248158	0.0004879297630395	0.0005612609675154	0.0005552091170102	0.0026667288038879	0.0952176749706268	0.0569844916462898	0.5245930552482605	0.0620429813861846	0.2611618340015411	1
5	5	a	0.6818816065788269	0.6126431822776794	-0.1544741839170456	0.0705865919589996	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0336493253707885	2.0	0.0648534893989563	47.0	0.0	0.0005917153321206	0.0008072481723502	0.0008214646368287	0.0007997955544851	0.006214371882379	0.1399136483669281	0.0505921132862567	0.4815070033073425	0.0761121734976768	0.2518750727176666	1
5	6	▁pas	0.897873044013977	0.8868571519851685	-0.0178096946328878	0.0034235464408993	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0011371625587344	2.0	0.0	0.0001182046544272	0.0031664785929024	0.0019228314049541	0.0026991255581378	0.0031586792320013	0.1340882629156112	0.0791056752204895	0.3627773225307464	0.0603181309998035	0.3637106716632843	1
5	7	▁de	0.8588938117027283	0.8057194352149963	-0.092202253639698	0.0230110865086317	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0119503587484359	2.0	0.0	0.0006734997732564	0.0018272032029926	0.0006991184782236	0.0034964950755238	0.0035787462256848	0.1493775397539138	0.0427984371781349	0.3411226868629455	0.0543155744671821	0.4123856723308563	1
5	8	▁signal	0.9079739451408386	0.9583786725997924	0.0779449343681335	0.0361322276294231	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001221730490215	0.0002012618060689	0.0004066505935043	0.0009862426668405	0.0016510913847014	0.1523730903863906	0.0315377376973629	0.4582378268241882	0.0607982166111469	0.2970530390739441	1
5	9	▁dans	0.2164986580610275	0.3516625165939331	0.6998335123062134	0.0556171536445617	0	0	0.0396860167384147	1.0	0.0396860167384147	1.0	0.0506383031606674	2.0	0.0506383031606674	3.0	0.0543741583824157	5.0	0.0	0.0008053129422478	0.0014808068517595	0.0007329028449021	0.0033927145414054	0.0041895993053913	0.0869359001517295	0.0379271917045116	0.330442726612091	0.0858397483825683	0.4588544964790344	1
5	10	▁la	0.991731584072113	0.9963621497154236	0.0067205443046987	0.0023968101013451	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002469440223649	0.0004623248241841	0.0002335566823603	0.0003257082425989	0.0010401611216366	0.0562838278710842	0.0389272272586822	0.4754525125026703	0.1186661645770073	0.3106701374053955	1
5	11	▁jungle	0.9965057373046876	0.9975213408470154	0.0014695660211145	0.0002137091360054	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001177134981844	0.0002928077301476	0.000459954055259	0.0005603426834568	0.001073055085726	0.0325096771121025	0.0162489209324121	0.685104489326477	0.1562518775463104	0.1098850294947624	1
5	12	.	0.9824644923210144	0.9865984916687012	0.0060578044503927	0.0034757952671498	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003074638079851	0.0032435057219117	0.0017948060994967	0.0017748168902471	0.0136070447042584	0.0594668127596378	0.029215620830655	0.2405538111925125	0.0581159107387065	0.6126477718353271	1
5	13	</s>	0.996631681919098	0.9965959191322328	-5.1765848184004426e-05	0.0001898793707368	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001665398012846	0.0006061220774427	0.0002804404357448	0.0009250279981642	0.0009325298015028	0.0485020652413368	0.0384910851716995	0.2810255885124206	0.0398794822394847	0.5921016335487366	1
6	0	▁Et	0.6213693618774414	0.4747553467750549	-0.3882668316364288	0.0514342486858367	0	0	0.0	1.0	0.0	1.0	0.0370723009109497	1.0	0.0370723009109497	2.0	0.0414161011576652	3.0	0.0	7.976937013154384e-07	2.8440457754186355e-05	1.115915620175656e-05	0.0001283887249883	0.0010189046151936	0.3463167250156402	0.2171299159526825	0.3584488928318023	0.0781044587492942	0.0	1
6	1	▁quand	0.9666066765785216	0.9776962995529176	0.0164574030786752	0.0064681824296712	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0012381779961287	0.0020914108026772	0.0026558702811598	0.002278487663716	0.0041179959662258	0.3029418289661407	0.2006111741065979	0.329436719417572	0.0617028921842575	0.1053073182702064	1
6	2	▁la	0.7924874424934387	0.7946886420249939	0.004001647233963	0.0073118084110319	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.000292488373816	2.0	0.0	0.0011524644214659	0.001010799431242	0.0019814453553408	0.005757569335401	0.0082158548757433	0.0790366008877754	0.0450781397521495	0.8084384202957153	0.038597073405981	0.0288497935980558	1
6	3	▁balle	0.9156234860420228	0.8948229551315308	-0.0331522561609745	0.0053475340828299	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0031861346215009	1.0	0.0	0.00027565297205	0.0008176043629646	0.0022863307967782	0.0017635063268244	0.0038834654260426	0.0902142375707626	0.0383553057909011	0.775404155254364	0.0393559746444225	0.0566704049706459	1
6	4	▁de	0.851556658744812	0.9433032274246216	0.1476190835237503	0.0630725771188736	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0344799235463142	2.0	0.0	0.0015363515121862	0.0019935281015932	0.0036227563396096	0.0038006382528692	0.012302091345191	0.0574747845530509	0.0409788712859153	0.5153929591178894	0.0237964354455471	0.3623568713665008	1
6	5	▁foot	0.7357359528541565	0.7371537089347839	0.0027773536276072	0.0007559589575976	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.2710300981998444e-06	2.0	0.0	0.000298624363495	0.000559892388992	0.0036349820438772	0.005807954352349	0.0031483087223023	0.0377994403243064	0.0206703972071409	0.7063853144645691	0.025670962408185	0.2094738483428955	1
